ProtID,experiment,Cell.membrane,Cytoplasm,Endoplasmic.reticulum,Extracellular,Golgi.apparatus,Lysosome/Vacuole,Mitochondrion,Nucleus,Peroxisome,Plastid
Sequence_27,randomly generated,0.10623098,0.3097646,0.048279837,0.018157277,0.06585085,0.039671708,0.04948535,0.30762187,0.04503733,0.009900165
Sequence_28,randomly generated,0.18021044,0.30488002,0.029694587,0.016514855,0.046444308,0.045586888,0.035213716,0.30947226,0.01169713,0.020285843
Sequence_29,randomly generated,0.09906797,0.30659157,0.042635106,0.022218022,0.06094036,0.032123994,0.050719056,0.31592685,0.053826306,0.015950803
Sequence_3,randomly generated,0.12567884,0.34275565,0.03776897,0.022169992,0.040367216,0.026287802,0.036560923,0.34174678,0.010557482,0.016106362
Sequence_30,randomly generated,0.14708044,0.30083525,0.045885224,0.015068453,0.06150246,0.042829033,0.033512726,0.30600268,0.02971295,0.017570779
Sequence_31,randomly generated,0.12747476,0.23153725,0.050591808,0.0138262985,0.06419329,0.0816923,0.040025633,0.21649556,0.1583247,0.015838493
Sequence_32,randomly generated,0.109119676,0.32345447,0.03833616,0.025607398,0.039437015,0.045227077,0.04977811,0.32749915,0.022071896,0.019469114
Sequence_33,randomly generated,0.1259892,0.29454994,0.07373661,0.007949694,0.146165,0.0117571065,0.02564967,0.30312687,0.006553917,0.004521967
Sequence_34,randomly generated,0.12526976,0.31801745,0.059273195,0.013391052,0.08152504,0.023040393,0.03622612,0.32179654,0.011464548,0.009995956
Sequence_35,randomly generated,0.09946306,0.28880104,0.05143061,0.023669297,0.07919853,0.025859948,0.043647464,0.29560703,0.077845134,0.014477892
Sequence_36,randomly generated,0.14877775,0.2954069,0.06484151,0.007865781,0.13542914,0.0064627817,0.029770704,0.30531794,0.0020742593,0.004053135
Sequence_37,randomly generated,0.12852105,0.33560032,0.04473518,0.015976641,0.06273704,0.027091231,0.01697199,0.34442034,0.010899031,0.013047252
Sequence_38,randomly generated,0.22958219,0.1630321,0.19145282,0.025263445,0.09254037,0.05904664,0.02297223,0.2045563,0.005431939,0.0061219446
Sequence_39,randomly generated,0.15890567,0.2815064,0.06487832,0.01130314,0.12006552,0.012790092,0.034353163,0.29899174,0.00888311,0.008322913
Sequence_4,randomly generated,0.12932046,0.31747612,0.03746151,0.022599827,0.048478197,0.031862494,0.054855194,0.31734207,0.021416282,0.019187745
Sequence_40,randomly generated,0.13377967,0.30059415,0.054109283,0.016337935,0.0872852,0.033663515,0.043752167,0.29812384,0.020425439,0.011928813
Sequence_41,randomly generated,0.10846696,0.33555517,0.057764873,0.015589859,0.06504873,0.024078337,0.033426024,0.341098,0.009449876,0.009522164
Sequence_42,randomly generated,0.15037566,0.33925527,0.038464952,0.014680788,0.05196308,0.021949258,0.022276586,0.33831245,0.01037473,0.012347124
Sequence_43,randomly generated,0.12897457,0.33591577,0.046216097,0.015855517,0.04783822,0.023023669,0.038943753,0.3351238,0.017252449,0.010856241
Sequence_44,randomly generated,0.12605059,0.34506744,0.035412207,0.02125296,0.041389495,0.02102949,0.03505922,0.34807903,0.012675228,0.013984495
Sequence_45,randomly generated,0.11368345,0.34678343,0.028195558,0.025591824,0.032231633,0.026149333,0.04450816,0.34885076,0.015984003,0.018021887
Sequence_46,randomly generated,0.14745459,0.33583024,0.025638396,0.021824509,0.0281443,0.030706374,0.037927452,0.33805034,0.013292586,0.021131115
Sequence_47,randomly generated,0.13208453,0.3138306,0.04019695,0.016319757,0.055374686,0.04204969,0.046377685,0.3136158,0.022594063,0.017556155
Sequence_48,randomly generated,0.101436734,0.31507894,0.04080461,0.025188528,0.04581488,0.046951212,0.057345282,0.3176114,0.029056983,0.020711396
Sequence_49,randomly generated,0.11597345,0.3441414,0.027688036,0.025637744,0.030193048,0.029396119,0.039712343,0.34748653,0.022452518,0.017318746
Sequence_5,randomly generated,0.10037584,0.3215569,0.03984558,0.029170057,0.077113174,0.017992936,0.04592355,0.33171856,0.02708882,0.009214622
Sequence_50,randomly generated,0.10541341,0.3166784,0.067904145,0.008777487,0.13536802,0.007468649,0.020684313,0.33161476,0.003666548,0.0024241619
Sequence_51,randomly generated,0.16069947,0.28261554,0.073544726,0.011387255,0.10903354,0.015472503,0.027583893,0.2841738,0.025008451,0.010480843
Sequence_52,randomly generated,0.17014217,0.3331045,0.03639964,0.01213047,0.06391584,0.005129798,0.017060516,0.35463446,0.0021665946,0.00531602
Sequence_53,randomly generated,0.10128357,0.36169076,0.022527942,0.030933827,0.028096566,0.022349197,0.03501336,0.36763,0.013641203,0.016833588
Sequence_54,randomly generated,0.09125654,0.2905897,0.05457642,0.025867442,0.09501538,0.021398935,0.04234599,0.29653257,0.07059049,0.011826588
Sequence_55,randomly generated,0.1513401,0.34621587,0.047048934,0.011339608,0.061519157,0.0049846796,0.011627927,0.35968128,0.0017597696,0.004482708
Sequence_56,randomly generated,0.109434046,0.29620793,0.05079598,0.015513118,0.071573064,0.048969273,0.052071076,0.2932233,0.048626352,0.013585829
Sequence_57,randomly generated,0.13558646,0.3071594,0.04246023,0.018382093,0.049968608,0.04345172,0.03351676,0.31583098,0.029632585,0.024011144
Sequence_58,randomly generated,0.11146125,0.33849838,0.050159205,0.016370486,0.059296258,0.025250977,0.038826663,0.3401691,0.010525877,0.009441742
Sequence_59,randomly generated,0.1461565,0.28922063,0.054829445,0.013907311,0.11419521,0.010731986,0.03669036,0.31058893,0.017145991,0.0065336353
Sequence_6,randomly generated,0.099913,0.34970915,0.019747835,0.028310917,0.026520476,0.03815556,0.043569114,0.35261428,0.021582289,0.019877361
Sequence_60,randomly generated,0.096038155,0.26636675,0.077842765,0.024828488,0.10588927,0.014206296,0.048260655,0.2778089,0.08073363,0.008025117
Sequence_61,randomly generated,0.18290825,0.25820607,0.09708903,0.015152341,0.07966606,0.02510138,0.012480995,0.28253555,0.033375163,0.013485163
Sequence_62,randomly generated,0.1336894,0.26067224,0.07160253,0.016754583,0.10772999,0.055347193,0.044909596,0.25667667,0.03591739,0.01670045
Sequence_63,randomly generated,0.16886301,0.28877115,0.04382191,0.016232511,0.063447475,0.028325519,0.02807685,0.28851953,0.056373715,0.017568305
Sequence_64,randomly generated,0.21176855,0.050530326,0.20886481,0.01757798,0.12567547,0.18438461,0.05465774,0.06257327,0.06895996,0.015007251
Sequence_65,randomly generated,0.14695907,0.18042296,0.122506,0.009762432,0.09249869,0.12355923,0.03992715,0.16554986,0.10223924,0.016575314
Sequence_66,randomly generated,0.11922365,0.32971317,0.048984807,0.017847259,0.071228094,0.019387526,0.034622863,0.3349182,0.014333717,0.009740691
Sequence_67,randomly generated,0.15073834,0.32466188,0.04837846,0.011234603,0.08933445,0.008741206,0.019327603,0.3381737,0.0031264357,0.0062833275
Sequence_68,randomly generated,0.13387643,0.31036612,0.046039604,0.017232914,0.06998968,0.033196036,0.04474164,0.31102487,0.019002803,0.014529836
Sequence_69,randomly generated,0.14404821,0.32017884,0.036849745,0.018232172,0.062741406,0.026086379,0.03545146,0.33140928,0.011127421,0.0138751
Sequence_7,randomly generated,0.1152396,0.3341676,0.03193218,0.030617936,0.038088806,0.019101042,0.03911099,0.34927768,0.02627505,0.016189018
Sequence_70,randomly generated,0.11474842,0.3199599,0.03503549,0.025862576,0.06405582,0.01567722,0.039131768,0.33144838,0.042666055,0.011414412
Sequence_71,randomly generated,0.15012002,0.3320674,0.02218194,0.023376238,0.03344117,0.030937836,0.034581788,0.3416198,0.011219936,0.020453926
Sequence_72,randomly generated,0.13252477,0.29851383,0.06479671,0.010606066,0.12281775,0.015601806,0.032781858,0.30787742,0.008506511,0.00597326
Sequence_73,randomly generated,0.1563648,0.3424113,0.04880815,0.009682628,0.0539082,0.012431747,0.01660053,0.34712803,0.0047472883,0.007917247
Sequence_74,randomly generated,0.12093737,0.31653616,0.0651764,0.012768237,0.07149504,0.019786246,0.03538852,0.32685974,0.02238595,0.00866639
Sequence_75,randomly generated,0.1797653,0.32829538,0.02782616,0.0124540925,0.044880714,0.029873287,0.019018158,0.3261711,0.010763361,0.020952422
Sequence_76,randomly generated,0.13333555,0.32276133,0.040858928,0.0168365,0.054497562,0.040354807,0.027566098,0.32875344,0.019079326,0.015956506
Sequence_77,randomly generated,0.20383702,0.29757336,0.063816905,0.005855384,0.09654743,0.010136999,0.014363449,0.29525766,0.006134812,0.0064769257
Sequence_78,randomly generated,0.08926614,0.3012718,0.053093605,0.015764866,0.1207247,0.017093554,0.06428973,0.30869398,0.02517847,0.004623105
Sequence_79,randomly generated,0.12468139,0.26122272,0.06207155,0.015703654,0.10081701,0.028126502,0.046380892,0.2569173,0.09083632,0.01324272
Sequence_8,randomly generated,0.09649522,0.31431615,0.04399314,0.020164922,0.08623043,0.02640657,0.055195343,0.3193857,0.027353497,0.010459039
Sequence_80,randomly generated,0.12224589,0.26105842,0.049006466,0.018153656,0.075597554,0.05513152,0.05697526,0.26239517,0.077758715,0.02167737
Sequence_81,randomly generated,0.14941771,0.33167243,0.039530158,0.015706224,0.060345516,0.019492805,0.030627089,0.33146307,0.010666249,0.011078703
Sequence_82,randomly generated,0.113291174,0.33595926,0.047301836,0.017867254,0.067060165,0.020706933,0.029799446,0.3431357,0.015090205,0.009788033
Sequence_83,randomly generated,0.13624829,0.33254385,0.025009139,0.023187578,0.030557651,0.042920478,0.03428073,0.33764216,0.015517161,0.022092922
Sequence_84,randomly generated,0.15892231,0.29255813,0.06196123,0.01838,0.057787333,0.041373953,0.021287952,0.3119411,0.021064093,0.014723864
Sequence_85,randomly generated,0.1544238,0.33024058,0.025207939,0.01483393,0.03258495,0.053539626,0.025779214,0.32505432,0.019233147,0.01910252
Sequence_86,randomly generated,0.11131231,0.32219896,0.04127575,0.020143274,0.05751152,0.026197964,0.039467692,0.33046773,0.036510743,0.014913965
Sequence_87,randomly generated,0.15985318,0.3298404,0.027610222,0.018318355,0.029548422,0.04640702,0.01580675,0.3481417,0.006423719,0.018050238
Sequence_88,randomly generated,0.14892896,0.2815508,0.056718186,0.012798028,0.07893426,0.04928771,0.04104491,0.28568882,0.031077422,0.013970831
Sequence_89,randomly generated,0.123568416,0.32679355,0.040671606,0.018192016,0.05907378,0.033327177,0.04069024,0.32639256,0.017666707,0.0136239175
Sequence_9,randomly generated,0.21890223,0.16629158,0.0643885,0.0034119706,0.026196938,0.172788,0.0306196,0.15504836,0.121434934,0.040917944
Sequence_90,randomly generated,0.21812746,0.3408664,0.034379497,0.0061454824,0.03717534,0.009860728,0.006582208,0.33868685,0.0013514601,0.0068246396
Sequence_91,randomly generated,0.13266812,0.3395703,0.033238,0.022484787,0.034839276,0.03279327,0.040035397,0.33633584,0.010182896,0.017852178
Sequence_92,randomly generated,0.14891908,0.317025,0.041090384,0.017620506,0.054268938,0.032842048,0.048727583,0.3124322,0.011500779,0.015573452
Sequence_93,randomly generated,0.13904437,0.3162288,0.04293201,0.017125474,0.05049959,0.03622995,0.05164121,0.31093043,0.016295524,0.019072674
Sequence_94,randomly generated,0.09520401,0.31625053,0.045319892,0.01456582,0.13202377,0.014090232,0.024782559,0.33376902,0.01790803,0.0060861735
Sequence_95,randomly generated,0.12748012,0.3343485,0.02735861,0.021858156,0.04042184,0.037302174,0.040474873,0.33444774,0.01943191,0.016876023
Sequence_96,randomly generated,0.12152251,0.34943125,0.054642636,0.015134016,0.053206578,0.011143422,0.026634416,0.35537463,0.0051932572,0.007717221
Sequence_97,randomly generated,0.1530174,0.30795428,0.05760175,0.010254481,0.053110633,0.052205045,0.037898745,0.2967548,0.01173033,0.01947262
Sequence_98,randomly generated,0.18395564,0.3106663,0.0367647,0.010730117,0.05804176,0.044882726,0.019324232,0.29830715,0.02370047,0.013626957
Sequence_99,randomly generated,0.10915243,0.32354352,0.06300791,0.009977799,0.08839773,0.022529358,0.033742785,0.3292931,0.013053087,0.007302192
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
