ProtID,experiment,Cell.membrane,Cytoplasm,Endoplasmic.reticulum,Extracellular,Golgi.apparatus,Lysosome/Vacuole,Mitochondrion,Nucleus,Peroxisome,Plastid
design_24,LLPhyScore features,0.1290629,0.32471743,0.03174329,0.02320609,0.03585046,0.039313175,0.04211689,0.32579938,0.023899568,0.024290757
design_25,LLPhyScore features,0.19263227,0.2676042,0.07609922,0.006058295,0.112180844,0.02116275,0.02456455,0.26152322,0.027408352,0.010766374
design_26,LLPhyScore features,0.13670392,0.34631047,0.04147429,0.020262413,0.035513345,0.024317184,0.025466738,0.3471003,0.0068154642,0.01603587
design_27,LLPhyScore features,0.14831427,0.30442727,0.047513388,0.015792124,0.06090581,0.035667714,0.03785874,0.30563965,0.02529377,0.018587252
design_28,LLPhyScore features,0.14492561,0.33864257,0.048908398,0.01308169,0.061597083,0.008001567,0.01854334,0.35225815,0.0069483705,0.007093227
design_29,LLPhyScore features,0.15218522,0.2973945,0.05963851,0.012105723,0.10345332,0.011752768,0.026375696,0.3202034,0.009065839,0.007825093
design_3,LLPhyScore features,0.13590607,0.32489732,0.028915461,0.022549583,0.033078533,0.04067733,0.038428135,0.32790762,0.022740608,0.024899328
design_30,LLPhyScore features,0.16983886,0.33640864,0.024397511,0.015449439,0.03193875,0.037328362,0.020615734,0.33605066,0.008194115,0.019777866
design_31,LLPhyScore features,0.15485631,0.33208764,0.029960996,0.020350276,0.036035214,0.028973531,0.029151835,0.33800468,0.0118655255,0.018713888
design_32,LLPhyScore features,0.15686315,0.3595071,0.03745469,0.011817488,0.038121477,0.009643075,0.01191507,0.3659834,0.0023534833,0.0063409875
design_33,LLPhyScore features,0.1483826,0.3402937,0.05226363,0.012912838,0.05573593,0.009870302,0.021507548,0.34738582,0.003850767,0.0077969064
design_34,LLPhyScore features,0.16259097,0.34619084,0.026200961,0.019345174,0.025747264,0.02286662,0.022380488,0.35030422,0.006176445,0.018197142
design_35,LLPhyScore features,0.13881822,0.29682586,0.047995675,0.017155454,0.08459227,0.022279229,0.036587752,0.31394213,0.02959513,0.012208204
design_36,LLPhyScore features,0.117750786,0.33040005,0.031866293,0.02556351,0.044810746,0.029616078,0.037201438,0.3394505,0.02602847,0.017312178
design_37,LLPhyScore features,0.1721105,0.33236068,0.048810013,0.0111612305,0.054387376,0.012961817,0.013933671,0.33990696,0.003916429,0.010451364
design_38,LLPhyScore features,0.107233554,0.33177832,0.066097826,0.010094447,0.096659355,0.011388474,0.025593935,0.34221327,0.0041076154,0.004833327
design_39,LLPhyScore features,0.1383928,0.3036422,0.035506386,0.02148594,0.04667825,0.047612198,0.044514537,0.30691049,0.029461453,0.025795765
design_4,LLPhyScore features,0.15124972,0.28358433,0.042857476,0.015857097,0.06982392,0.050727334,0.04081638,0.28859672,0.03502502,0.021462036
design_40,LLPhyScore features,0.14204392,0.3184697,0.03342995,0.019999791,0.037369676,0.038301487,0.03907405,0.3218498,0.024800364,0.024661236
design_41,LLPhyScore features,0.21921021,0.30305836,0.051083375,0.005880763,0.07520008,0.02079645,0.0152235925,0.29166895,0.006984581,0.010893625
design_42,LLPhyScore features,0.2274896,0.33209974,0.018868042,0.007379011,0.018957173,0.038399383,0.008569501,0.32580557,0.0040773633,0.018354557
design_43,LLPhyScore features,0.13877317,0.31958488,0.050205983,0.014575966,0.08512536,0.008304926,0.021237008,0.3453794,0.010293506,0.0065198136
design_44,LLPhyScore features,0.18343498,0.3161637,0.06382918,0.0075595668,0.07615783,0.009055562,0.011665602,0.319103,0.0060970755,0.006933611
design_45,LLPhyScore features,0.17521733,0.3396786,0.018243203,0.018746335,0.02117915,0.031419575,0.016601264,0.34656942,0.008931543,0.023413546
design_46,LLPhyScore features,0.14852186,0.33505973,0.045414932,0.01591903,0.051656883,0.0112716155,0.019830752,0.3534268,0.008312042,0.010586361
design_47,LLPhyScore features,0.1855584,0.31405392,0.017026009,0.015808076,0.017014245,0.07149971,0.018916437,0.31438792,0.013340311,0.032395054
design_48,LLPhyScore features,0.1300299,0.30756876,0.07505543,0.015696459,0.10152976,0.008316616,0.023246786,0.3178575,0.0126866475,0.008012122
design_49,LLPhyScore features,0.16183944,0.29767692,0.0659928,0.008816821,0.10043484,0.019713348,0.021346359,0.30658352,0.007345652,0.0102503365
design_5,LLPhyScore features,0.15004942,0.33349055,0.047092374,0.016410949,0.0587579,0.009493817,0.019348994,0.34459737,0.010244105,0.010514582
design_50,LLPhyScore features,0.14538255,0.34611917,0.05233508,0.01029769,0.059103243,0.0076505695,0.017326813,0.35386875,0.002340685,0.0055754776
design_51,LLPhyScore features,0.15857463,0.32705915,0.031835347,0.018539665,0.03882961,0.029813552,0.024808655,0.33000326,0.020925779,0.01961035
design_52,LLPhyScore features,0.10705827,0.32743418,0.030400056,0.027107053,0.0458256,0.032234997,0.04583151,0.3362809,0.030055953,0.01777138
design_53,LLPhyScore features,0.12355922,0.334716,0.03694549,0.022522332,0.040708125,0.028908523,0.0338069,0.33955365,0.020413592,0.018866204
design_54,LLPhyScore features,0.14875014,0.34932962,0.049992975,0.01565329,0.039720796,0.011971847,0.014703883,0.357403,0.0033978866,0.0090765
design_55,LLPhyScore features,0.16944762,0.25198376,0.0551575,0.010378918,0.085592255,0.035227526,0.03737124,0.2507898,0.08707739,0.016973948
design_56,LLPhyScore features,0.13547161,0.33588192,0.05616879,0.013188194,0.066403836,0.012855113,0.025228275,0.3410753,0.0060652504,0.007661726
design_57,LLPhyScore features,0.13368802,0.32056832,0.046899766,0.01616099,0.055397123,0.03113771,0.031332355,0.3282403,0.021627923,0.014947462
design_58,LLPhyScore features,0.14759165,0.3356272,0.043050915,0.014693107,0.038911883,0.029307388,0.030544844,0.3357914,0.008937381,0.0155442
design_59,LLPhyScore features,0.15084502,0.27713582,0.057184078,0.012143573,0.10964106,0.028922826,0.044201292,0.28636327,0.020348705,0.013214343
design_6,LLPhyScore features,0.16258962,0.3462419,0.02124582,0.018458644,0.022874836,0.029118722,0.0229243,0.34919003,0.007215797,0.02014037
design_60,LLPhyScore features,0.12924361,0.33083498,0.04422928,0.022167278,0.058723576,0.014912536,0.025076056,0.33987147,0.022481937,0.012459294
design_61,LLPhyScore features,0.14089827,0.3208672,0.036079213,0.021347154,0.035085395,0.03956166,0.034469202,0.32443008,0.020972237,0.026289618
design_62,LLPhyScore features,0.14807925,0.25238192,0.05922303,0.011809311,0.08837862,0.021194858,0.03535218,0.26232663,0.10952135,0.011732911
design_63,LLPhyScore features,0.13572544,0.33816165,0.043259475,0.0179072,0.046466142,0.02004778,0.027204685,0.34371322,0.013501171,0.014013273
design_64,LLPhyScore features,0.16425261,0.28610992,0.06184756,0.008308358,0.11418766,0.012782797,0.02454896,0.31233567,0.009651179,0.0059753237
design_65,LLPhyScore features,0.14026774,0.30783013,0.06259142,0.016640292,0.09962471,0.0068432475,0.022771847,0.32484558,0.011659261,0.0069258725
design_66,LLPhyScore features,0.14727733,0.31041768,0.05564739,0.012199163,0.0852248,0.018558424,0.027780777,0.32135355,0.011834497,0.009706382
design_67,LLPhyScore features,0.16693974,0.33238235,0.046053387,0.012367294,0.055373278,0.012772996,0.0147720035,0.34449187,0.004212193,0.010634893
design_68,LLPhyScore features,0.22725336,0.29047382,0.0146159,0.007595987,0.012375134,0.08831555,0.012572704,0.28025448,0.029845834,0.03669718
design_69,LLPhyScore features,0.15239507,0.30151317,0.043560453,0.015193334,0.063663706,0.037615567,0.03328936,0.3090308,0.023150774,0.02058778
design_7,LLPhyScore features,0.13805933,0.34079906,0.03899878,0.018365948,0.050690103,0.013347627,0.02285658,0.35512993,0.011112375,0.010640282
design_70,LLPhyScore features,0.14411582,0.29044497,0.037499536,0.017459704,0.057982758,0.05251821,0.04368222,0.29714915,0.03583634,0.023311332
design_71,LLPhyScore features,0.15338932,0.32636166,0.039036397,0.019720396,0.032337997,0.033096272,0.027708443,0.3299019,0.01470838,0.023739282
design_72,LLPhyScore features,0.22008109,0.32298663,0.017395329,0.009595935,0.017798858,0.047989693,0.011442013,0.31666985,0.009219132,0.026821459
design_73,LLPhyScore features,0.22446907,0.3228576,0.017970806,0.008715614,0.017969823,0.05033532,0.009811874,0.3199262,0.006250734,0.021693083
design_74,LLPhyScore features,0.14029905,0.32994774,0.025711868,0.023160404,0.030357515,0.038739454,0.034364693,0.33378327,0.016667122,0.026968876
design_75,LLPhyScore features,0.10183156,0.31614277,0.034268655,0.02172732,0.04786853,0.05163417,0.042632733,0.31774116,0.04868388,0.017469306
design_76,LLPhyScore features,0.13573354,0.33759516,0.0370995,0.02181957,0.038120195,0.0291258,0.032610312,0.33815727,0.012157111,0.01758146
design_77,LLPhyScore features,0.1533756,0.33218014,0.019790458,0.021616874,0.027060132,0.03562373,0.0267837,0.34604964,0.014927584,0.022592166
design_78,LLPhyScore features,0.1392452,0.32327706,0.033188064,0.025555024,0.033693217,0.036251966,0.034432206,0.32807913,0.018426389,0.027851619
design_79,LLPhyScore features,0.1524943,0.3112287,0.05086826,0.012866563,0.070717014,0.029284997,0.031410683,0.3135447,0.0133067705,0.014278088
design_8,LLPhyScore features,0.19909942,0.30253896,0.052534867,0.009126747,0.07452883,0.018619863,0.016559117,0.29723892,0.016819088,0.0129341455
design_80,LLPhyScore features,0.16800085,0.33458796,0.027886422,0.014001796,0.035570458,0.03779377,0.02082564,0.33440614,0.00815943,0.018767484
design_81,LLPhyScore features,0.16202223,0.32473975,0.0526321,0.011661306,0.06910098,0.009928686,0.022599338,0.3351385,0.0045155655,0.007661444
design_82,LLPhyScore features,0.14223243,0.245762,0.075607054,0.010955042,0.11116164,0.01770349,0.03462867,0.2524245,0.10041802,0.009107114
design_83,LLPhyScore features,0.1450721,0.31895387,0.040474284,0.016608264,0.039278876,0.042072896,0.037640136,0.31666622,0.020251459,0.022981854
design_84,LLPhyScore features,0.21101801,0.32420307,0.03652912,0.0084766345,0.042021893,0.025715852,0.016189942,0.30933154,0.009100825,0.017413165
design_85,LLPhyScore features,0.12720618,0.33381858,0.040583905,0.020319585,0.044424776,0.027019026,0.031981338,0.3388419,0.018446684,0.01735809
design_86,LLPhyScore features,0.20134504,0.31942865,0.05579308,0.0068002725,0.06512319,0.0152259115,0.011630662,0.30915377,0.005716139,0.00978322
design_87,LLPhyScore features,0.20001543,0.2928235,0.07078285,0.0066678547,0.09584426,0.009487,0.015266807,0.2920928,0.009707258,0.0073122764
design_88,LLPhyScore features,0.16244827,0.35960102,0.036473196,0.012315165,0.031760965,0.011472132,0.011539052,0.36434233,0.0024640884,0.0075839274
design_89,LLPhyScore features,0.12296952,0.34329396,0.058195435,0.013352438,0.062888056,0.010092421,0.021801244,0.3542269,0.0062620933,0.0069178813
design_9,LLPhyScore features,0.15180092,0.30841473,0.054448653,0.012332933,0.054837562,0.047811586,0.036124505,0.30156255,0.015630264,0.017036274
design_90,LLPhyScore features,0.18455553,0.32404146,0.03228188,0.013493727,0.035678282,0.034770146,0.025254726,0.32484376,0.0073951636,0.017685307
design_91,LLPhyScore features,0.16801296,0.3376453,0.041476663,0.011729626,0.05422373,0.013667326,0.015148442,0.34462738,0.0038268098,0.009641708
design_92,LLPhyScore features,0.18096454,0.3034124,0.053494632,0.008255936,0.096374944,0.0144984005,0.015732864,0.31181604,0.005997409,0.009452781
design_93,LLPhyScore features,0.1403797,0.33317974,0.029134365,0.016007122,0.044159215,0.043249425,0.019445308,0.3385393,0.018633086,0.017272726
design_94,LLPhyScore features,0.11674333,0.3201302,0.06086708,0.009584151,0.112278886,0.013139234,0.03003789,0.3282685,0.0035966272,0.0053541507
design_95,LLPhyScore features,0.13119382,0.31550762,0.03375834,0.022672476,0.039211575,0.042240765,0.044353284,0.3171711,0.028742367,0.02514872
design_96,LLPhyScore features,0.15494658,0.27998364,0.053746764,0.011233788,0.10199577,0.029683666,0.04309371,0.29035285,0.021442065,0.013521145
design_97,LLPhyScore features,0.1790432,0.31733638,0.026378317,0.01764486,0.030164575,0.04117229,0.028654441,0.32265553,0.0116533255,0.025297
design_98,LLPhyScore features,0.1541967,0.34385613,0.03749759,0.015951572,0.041430894,0.01576741,0.022718424,0.3505544,0.005704063,0.012322817
design_99,LLPhyScore features,0.15177768,0.31687042,0.056100875,0.014105915,0.07076507,0.009020064,0.017754102,0.34527332,0.009445054,0.008887522
