ProtID,experiment,Cell.membrane,Cytoplasm,Endoplasmic.reticulum,Extracellular,Golgi.apparatus,Lysosome/Vacuole,Mitochondrion,Nucleus,Peroxisome,Plastid
design_51,original features,0.115085304,0.2926539,0.06579786,0.009697686,0.14377484,0.014504486,0.042251684,0.3020702,0.0101229735,0.0040410664
design_52,original features,0.1582267,0.34065366,0.014870375,0.022977142,0.028124433,0.03121169,0.023915274,0.35352024,0.0064571076,0.02004332
design_53,original features,0.14692016,0.32370505,0.030301102,0.017502768,0.037319288,0.045138415,0.031145155,0.32675225,0.019519351,0.021696402
design_54,original features,0.17594144,0.30766103,0.0357272,0.0088285385,0.09366179,0.0123648,0.02741712,0.326859,0.0050334386,0.006505627
design_55,original features,0.13907552,0.34752098,0.046960536,0.007582117,0.07775868,0.005043731,0.01011453,0.36098573,0.0014090505,0.0035491788
design_56,original features,0.13128223,0.31180957,0.034545947,0.019200955,0.056712493,0.036460064,0.03485129,0.32399485,0.034522183,0.016620507
design_57,original features,0.14412248,0.26181984,0.04554757,0.017686473,0.07440533,0.025212523,0.034184083,0.27290264,0.10962706,0.014492069
design_58,original features,0.17872636,0.29300666,0.047977787,0.009078436,0.09146778,0.021915078,0.038555596,0.30418822,0.006256144,0.008827863
design_59,original features,0.16189316,0.3409383,0.01690628,0.019480677,0.026777647,0.033243008,0.024311855,0.34968084,0.0060436516,0.020724522
design_6,original features,0.1404833,0.32939833,0.025349472,0.025680555,0.05686474,0.019022718,0.02612371,0.3433668,0.020420318,0.01329015
design_60,original features,0.19297737,0.30914268,0.02040439,0.0110047925,0.024054201,0.07044189,0.022756835,0.3174437,0.008363422,0.02341065
design_61,original features,0.16529945,0.3184332,0.031837597,0.009918809,0.087778606,0.0132639455,0.027226271,0.33470422,0.0039688735,0.007569009
design_62,original features,0.12688598,0.32962358,0.026685402,0.022547927,0.052526295,0.02868293,0.032229286,0.34395546,0.0216762,0.015186923
design_63,original features,0.15393464,0.34981278,0.021940822,0.02171706,0.036525134,0.0120551875,0.021475047,0.36570665,0.005487373,0.011345232
design_64,original features,0.13795103,0.34550485,0.028870001,0.018804058,0.03276897,0.034324247,0.027227173,0.34773245,0.010203353,0.01661398
design_65,original features,0.15513156,0.3156654,0.033890553,0.011528621,0.094835885,0.013566881,0.029435812,0.33272877,0.0064747273,0.006741745
design_66,original features,0.13779898,0.32114244,0.026823064,0.021652408,0.042029515,0.040327795,0.036562692,0.33002657,0.021768138,0.021868411
design_67,original features,0.1326813,0.34580052,0.038807366,0.014174105,0.052675273,0.021786032,0.023801306,0.35262138,0.0073635615,0.010289166
design_68,original features,0.14444175,0.3538187,0.02935845,0.016735895,0.03296413,0.02215309,0.017714616,0.3612684,0.008358957,0.013186036
design_69,original features,0.13831954,0.32704964,0.032340247,0.01976995,0.041169673,0.03827483,0.033084195,0.32953918,0.019720122,0.020732619
design_7,original features,0.13806926,0.33349106,0.02026325,0.024084263,0.03140243,0.041000027,0.035907537,0.33984634,0.011627757,0.024308085
design_70,original features,0.15355599,0.3432746,0.01738419,0.02084789,0.024347408,0.033050507,0.02589594,0.35090113,0.0094945235,0.0212478
design_71,original features,0.14283182,0.30710128,0.032100745,0.01895683,0.044947267,0.052728627,0.037812658,0.3126543,0.0278223,0.023044216
design_72,original features,0.18137558,0.2963838,0.025598701,0.012341993,0.060612824,0.04221591,0.036631215,0.30981183,0.021892091,0.013136022
design_73,original features,0.16332598,0.29377922,0.039325226,0.012586696,0.070747316,0.043102186,0.03518837,0.30333725,0.02066351,0.01794427
design_74,original features,0.17441711,0.32198346,0.019383818,0.017962182,0.02465029,0.050646503,0.02376676,0.3332272,0.010192901,0.023769837
design_75,original features,0.13692689,0.3111511,0.03359613,0.018473905,0.08150275,0.018763714,0.034284342,0.32896376,0.027269762,0.00906767
design_76,original features,0.13986057,0.31182107,0.042227134,0.016144263,0.061240304,0.041034184,0.03357825,0.31717014,0.0198096,0.017114531
design_77,original features,0.121459655,0.34403542,0.027821029,0.023627998,0.051406335,0.022867732,0.03219085,0.35275036,0.01167076,0.012169895
design_78,original features,0.13606887,0.332828,0.030231278,0.019780334,0.043537524,0.025875583,0.031450927,0.34314948,0.020173082,0.016904918
design_79,original features,0.1377446,0.3378303,0.027583703,0.021785926,0.033100292,0.030443937,0.029965114,0.34388664,0.018251855,0.0194077
design_8,original features,0.100714624,0.31894335,0.033207193,0.026416723,0.07680367,0.024533289,0.040069092,0.32978734,0.038242504,0.011282187
design_80,original features,0.14190209,0.33979794,0.023070667,0.019707585,0.026478054,0.03569047,0.028972277,0.34339824,0.016876861,0.024105784
design_81,original features,0.12714633,0.33418944,0.027865015,0.018293178,0.039800312,0.04468063,0.023715487,0.3422569,0.019291537,0.022761121
design_82,original features,0.14961828,0.31773397,0.032141127,0.018807493,0.070441246,0.0145537155,0.028588658,0.3399367,0.017067336,0.011111481
design_83,original features,0.17218164,0.2873471,0.019283522,0.010703236,0.018419119,0.115947254,0.01797998,0.28254506,0.05244329,0.023149885
design_84,original features,0.14173862,0.32949212,0.033207495,0.017424457,0.042257376,0.038465936,0.029441917,0.33235475,0.017154159,0.01846327
design_85,original features,0.15475462,0.3294753,0.019723337,0.021882193,0.018958991,0.056264844,0.028128827,0.3319801,0.010174733,0.028657008
design_86,original features,0.15813896,0.327773,0.027511392,0.016781723,0.031904887,0.047593676,0.025105763,0.33216557,0.012981417,0.020043582
design_87,original features,0.18482855,0.32002884,0.023375152,0.013806674,0.045931865,0.03153598,0.02558549,0.3319312,0.00620014,0.01677607
design_88,original features,0.14933673,0.34017602,0.020107307,0.022293618,0.023341581,0.03436445,0.030170958,0.34519586,0.012001718,0.023011766
design_89,original features,0.1580301,0.32844839,0.032563154,0.017108,0.044316053,0.019273296,0.022576153,0.33554083,0.027229266,0.014914798
design_9,original features,0.15331785,0.34190416,0.018315975,0.023451865,0.03218973,0.025711197,0.024712635,0.35423654,0.009159337,0.017000657
design_90,original features,0.13448419,0.35295174,0.028857382,0.017905654,0.056013837,0.011509111,0.02041468,0.36592454,0.0036793603,0.008259529
design_91,original features,0.18205819,0.31593183,0.016112138,0.01574732,0.013628441,0.07727735,0.021312052,0.31806552,0.009090102,0.030777022
design_92,original features,0.14987178,0.31928155,0.021760086,0.023656832,0.047868673,0.034482945,0.029866805,0.33166122,0.022517398,0.019032659
design_93,original features,0.15377384,0.33400923,0.019946788,0.022535972,0.049433906,0.022459833,0.027534565,0.3470892,0.008509588,0.014707153
design_94,original features,0.17943524,0.32167494,0.015177078,0.01856535,0.021689434,0.05399282,0.021954412,0.33280137,0.008509923,0.026199339
design_95,original features,0.16481142,0.30171144,0.028448034,0.015900891,0.06712964,0.03864395,0.035265777,0.31462577,0.014832604,0.018630486
design_96,original features,0.17098881,0.32052767,0.020344933,0.018790202,0.027260045,0.052088488,0.0251017,0.32910123,0.0112025095,0.024594394
design_97,original features,0.1584736,0.33454278,0.018710019,0.02205016,0.023585403,0.038215138,0.027555326,0.3425654,0.010249618,0.024052573
design_98,original features,0.10765669,0.30695963,0.04835042,0.015251839,0.109939866,0.021282135,0.034206856,0.31982064,0.029152889,0.007379091
design_99,,0.16799073,0.30122542,0.029453004,0.0148939,0.07016291,0.03371356,0.03172638,0.31734332,0.018498706,0.014992058
