Protein_ID,experiment,Localizations,Signals,Membrane types,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome,Peripheral,Transmembrane,Lipid anchor,Soluble
design_11,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8126000165939331,0.4521999955177307,0.0401000007987022,0.0706000030040741,0.1133999973535537,0.0031999999191612,0.0706000030040741,0.0683000013232231,0.0582000017166137,0.009800000116229,0.1278000026941299,0.0274000000208616,0.1312000006437301,0.9132000207901
design_12,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8093000054359436,0.4449000060558319,0.0299999993294477,0.0675999969244003,0.1024999991059303,0.0020000000949949,0.0719000026583671,0.0615000016987323,0.065200001001358,0.0048000002279877,0.1324999928474426,0.0291000008583068,0.099600002169609,0.911300003528595
design_13,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8276000022888184,0.4196999967098236,0.0667999982833862,0.0627000033855438,0.1218999996781349,0.0031999999191612,0.0722000002861023,0.0680000036954879,0.0636999979615211,0.0085000004619359,0.1142000034451484,0.0303000006824731,0.1623000055551529,0.9034000039100648
design_14,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8032000064849854,0.4704999923706054,0.0340999998152256,0.0659999996423721,0.0945999994874,0.0019000000320374,0.1093000024557113,0.066600002348423,0.0520000010728836,0.0035000001080334,0.1561000049114227,0.0230999998748302,0.0939000025391578,0.9024999737739564
design_15,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8109999895095825,0.387800008058548,0.0474000014364719,0.0826999992132186,0.0957000032067298,0.0027999999001622,0.0832000002264976,0.0886000022292137,0.0689999982714653,0.0038000000640749,0.1383000016212463,0.0306000001728534,0.1254999935626983,0.8996999859809875
design_16,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8235999941825867,0.4014999866485595,0.0436000004410743,0.0693999975919723,0.1278000026941299,0.002199999988079,0.0798000022768974,0.0707999989390373,0.0762000009417533,0.0068999999202787,0.1347000002861023,0.0300999991595745,0.1265999972820282,0.9093000292778016
design_17,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8116000294685364,0.4334000051021576,0.0557000003755092,0.0584000013768672,0.1039000004529953,0.0024999999441206,0.0710000023245811,0.0859000012278556,0.0663999989628791,0.0052999998442828,0.162100002169609,0.0252999998629093,0.1111000031232833,0.9045000076293944
design_18,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8414000272750854,0.3583999872207641,0.0601000003516674,0.0877000018954277,0.1374000012874603,0.002199999988079,0.0706000030040741,0.0606999993324279,0.0725999996066093,0.0052000000141561,0.1111000031232833,0.0322000011801719,0.1802999973297119,0.9172000288963318
design_19,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.7911999821662903,0.4372999966144562,0.0516000017523765,0.0716999992728233,0.1385000050067901,0.0038000000640749,0.0747999995946884,0.0511000007390975,0.0562000013887882,0.0198999997228384,0.1243000030517578,0.0295000001788139,0.1230000033974647,0.9115999937057496
design_20,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8432000279426575,0.3779000043869018,0.0553000010550022,0.0808999985456466,0.1108999997377395,0.0024000001139938,0.0649000033736229,0.0702999979257583,0.0603000000119209,0.0048000002279877,0.1134999990463256,0.0296999998390674,0.131400004029274,0.9186999797821044
design_21,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8310999870300293,0.3790999948978424,0.0505999997258186,0.0741000026464462,0.1099999994039535,0.0027000000700354,0.066600002348423,0.0854000002145767,0.0698999986052513,0.006000000052154,0.1310999989509582,0.0273000001907348,0.0997999981045723,0.9169999957084656
design_22,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8241000175476074,0.4088000059127807,0.0533999986946582,0.0676999986171722,0.1145000010728836,0.0027000000700354,0.0687000006437301,0.0788000002503395,0.0649999976158142,0.0073000001721084,0.1435000002384185,0.0281000006943941,0.1340000033378601,0.8988999724388123
design_23,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.830299973487854,0.3835000097751617,0.0577999986708164,0.0732999965548515,0.1111000031232833,0.002600000007078,0.0763999968767166,0.0851999968290329,0.0672999992966651,0.0049000000581145,0.1450999975204467,0.0264999996870756,0.1307000070810318,0.909500002861023
design_24,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8180999755859375,0.4422999918460846,0.0480000004172325,0.0715999975800514,0.1027999967336654,0.001700000022538,0.0825999975204467,0.0763999968767166,0.0588999986648559,0.0024999999441206,0.1457999944686889,0.0275999996811151,0.0962999984622001,0.9054999947547911
design_25,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8008000254631042,0.4176999926567077,0.0487999990582466,0.0595000013709068,0.1149000003933906,0.0019000000320374,0.0842999964952468,0.0833000019192695,0.0725999996066093,0.0070000002160668,0.1178999990224838,0.0306000001728534,0.1290999948978424,0.903599977493286
design_26,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8295999765396118,0.3831999897956848,0.0419000014662742,0.0834999978542327,0.1106999963521957,0.0020000000949949,0.0685999989509582,0.0755999982357025,0.0693999975919723,0.0032999999821186,0.1159999966621398,0.0285999998450279,0.1727000027894973,0.9081000089645386
design_27,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8267999887466431,0.4273000061511993,0.050000000745058,0.0784000009298324,0.1133000031113624,0.0024000001139938,0.0864999964833259,0.0800999999046325,0.0610000006854534,0.0037000000011175,0.1340000033378601,0.031599998474121,0.130400002002716,0.8998000025749207
design_28,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8222000002861023,0.4241999983787536,0.0502999983727932,0.0636999979615211,0.1035000011324882,0.0020999999251216,0.0729999989271164,0.0829999968409538,0.0599000006914138,0.0032999999821186,0.1448000073432922,0.0296000000089406,0.1151999980211258,0.8991000056266785
design_29,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8273000121116638,0.4632999897003174,0.0542000010609626,0.0593000017106533,0.1014999970793724,0.002199999988079,0.0685999989509582,0.0701000019907951,0.0555999986827373,0.0038999998942017,0.1411000043153762,0.0293000005185604,0.1028999984264373,0.8980000019073486
design_30,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8241000175476074,0.4011000096797943,0.0526000000536441,0.0843999981880188,0.1062000021338462,0.0041999998502433,0.0746999979019165,0.0768999978899955,0.0590000003576278,0.0089999996125698,0.1146000027656555,0.0355999991297721,0.1546999961137771,0.8920999765396118
design_31,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8307999968528748,0.3467999994754791,0.0645999982953071,0.0861999988555908,0.1222999989986419,0.0028999999631196,0.0755999982357025,0.0851999968290329,0.069300003349781,0.0059000002220273,0.1198000013828277,0.0364000014960765,0.1495999991893768,0.9049000144004822
design_32,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8154000043869019,0.4172999858856201,0.052700001746416,0.0631999969482421,0.1037999987602233,0.002600000007078,0.0767000019550323,0.0898000001907348,0.0562999993562698,0.0032999999821186,0.1439999938011169,0.0256999991834163,0.1377999931573867,0.8952000141143799
design_33,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8414000272750854,0.3962999880313873,0.0474999994039535,0.0785999968647956,0.1164000034332275,0.002199999988079,0.0625,0.0738999992609024,0.064300000667572,0.0041000000201165,0.1271000057458877,0.034800000488758,0.1476999968290329,0.9053000211715698
design_34,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8370000123977661,0.3950999975204468,0.0397000014781951,0.0728000029921531,0.1128000020980835,0.00179999996908,0.0728999972343444,0.0763999968767166,0.05180000141263,0.0028999999631196,0.126800000667572,0.0310999993234872,0.1269000023603439,0.9075000286102296
design_35,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8212000131607056,0.3702000081539154,0.0573000013828277,0.0886000022292137,0.1181000024080276,0.003000000026077,0.0742999985814094,0.1033999994397163,0.0763000026345253,0.0052999998442828,0.1206000000238418,0.0386999994516372,0.1339000016450882,0.8949999809265137
design_36,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.7986000180244446,0.4199999868869781,0.0436000004410743,0.0816999971866607,0.1174999997019767,0.0027999999001622,0.1093000024557113,0.0631999969482421,0.0548000000417232,0.0031000000890344,0.1252000033855438,0.0309999994933605,0.138600006699562,0.9045000076293944
design_37,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.833899974822998,0.4239999949932098,0.0403999984264373,0.0627999976277351,0.1017000004649162,0.0027000000700354,0.0751999989151954,0.0683000013232231,0.0555999986827373,0.0052000000141561,0.1472000032663345,0.0275999996811151,0.0965000018477439,0.9081000089645386
design_38,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8190000057220459,0.3824000060558319,0.0538999997079372,0.0772999972105026,0.1080000028014183,0.0027999999001622,0.0776999965310096,0.0878000035881996,0.06700000166893,0.0062000001780688,0.1385000050067901,0.0310999993234872,0.1524000018835067,0.90829998254776
design_39,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8260999917984009,0.3885000050067901,0.0489999987185001,0.0775000005960464,0.1159000024199485,0.0020999999251216,0.0615000016987323,0.0705000013113021,0.0636999979615211,0.003000000026077,0.1133000031113624,0.0333999991416931,0.1459999978542328,0.9059000015258788
design_40,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8352000117301941,0.4460000097751617,0.0423999987542629,0.0727000012993812,0.1058999970555305,0.0023000000510364,0.0724999979138374,0.06700000166893,0.0764999985694885,0.0027000000700354,0.1369999945163726,0.0297999996691942,0.1005999967455864,0.910700023174286
design_41,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8220999836921692,0.4111999869346618,0.0390999987721443,0.0719999969005584,0.1040000021457672,0.003000000026077,0.0917999967932701,0.0907000005245208,0.0644000023603439,0.0032999999821186,0.1458999961614608,0.0238000005483627,0.135000005364418,0.9038000106811525
design_42,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8331000208854675,0.3619000017642975,0.0627000033855438,0.0800999999046325,0.0976999998092651,0.0031000000890344,0.0640000030398368,0.0842000022530555,0.0700000002980232,0.0076999999582767,0.1128999963402748,0.033900000154972,0.1442999988794326,0.9009000062942504
design_43,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8029000163078308,0.4395999908447265,0.0408999994397163,0.0715000033378601,0.1035000011324882,0.0031000000890344,0.0644000023603439,0.0825999975204467,0.0612000003457069,0.0062000001780688,0.146599993109703,0.0298999994993209,0.1036999970674514,0.90420001745224
design_44,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8116000294685364,0.4541999995708465,0.05180000141263,0.0636000037193298,0.1185000017285347,0.0020999999251216,0.0967999994754791,0.0798999965190887,0.0698999986052513,0.0077999997884035,0.1480000019073486,0.0252999998629093,0.1014999970793724,0.9086999893188475
design_45,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8366000056266785,0.3939000070095062,0.0487999990582466,0.0822999998927116,0.1230000033974647,0.002600000007078,0.0817999988794326,0.0707999989390373,0.0606999993324279,0.0031999999191612,0.1342000067234039,0.0295000001788139,0.0971999987959861,0.914799988269806
design_46,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8027999997138977,0.4465000033378601,0.0480999983847141,0.0712999999523162,0.0846000015735626,0.0019000000320374,0.1133999973535537,0.0829000025987625,0.0584999993443489,0.003400000045076,0.1325999945402145,0.0342000015079975,0.1252000033855438,0.8925999999046326
design_47,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8259000182151794,0.3643999993801117,0.0489000007510185,0.064300000667572,0.1195999979972839,0.0028999999631196,0.0798000022768974,0.0961000025272369,0.0728000029921531,0.0065999999642372,0.1625999957323074,0.0241999998688697,0.1164999976754188,0.9077000021934508
design_48,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8256999850273132,0.429500013589859,0.0474000014364719,0.0614000000059604,0.1120999976992607,0.002199999988079,0.0763999968767166,0.0808999985456466,0.0706999972462654,0.0032999999821186,0.1464000046253204,0.0258000008761882,0.0834000036120414,0.9142000079154968
design_49,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8187999725341797,0.3941999971866607,0.0421999990940094,0.0763999968767166,0.1185000017285347,0.0024000001139938,0.0724000036716461,0.0742999985814094,0.0601000003516674,0.0041999998502433,0.1191999986767768,0.0320999994874,0.1159000024199485,0.9117000102996826
design_50,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8389000296592712,0.3833999931812286,0.0562000013887882,0.0800999999046325,0.1154000014066696,0.0020999999251216,0.0671999976038932,0.0753000006079673,0.0571000017225742,0.0024000001139938,0.1159999966621398,0.0284000001847744,0.1103999987244606,0.9078999757766724
design_51,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8292999863624573,0.4309000074863434,0.049100000411272,0.0639000013470649,0.0943000018596649,0.0024000001139938,0.0822999998927116,0.0776999965310096,0.0644999966025352,0.0049000000581145,0.1261000037193298,0.0277999993413686,0.1114000007510185,0.9039999842643738
design_52,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.7851999998092651,0.4519999921321869,0.0463000014424324,0.066100001335144,0.1171000003814697,0.0048000002279877,0.0873999968171119,0.090999998152256,0.068800002336502,0.0052000000141561,0.146599993109703,0.0272000003606081,0.0860000029206276,0.908900022506714
design_53,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8284000158309937,0.3544000089168548,0.0654999986290931,0.0870999991893768,0.1098000034689903,0.002600000007078,0.068800002336502,0.0772999972105026,0.0751999989151954,0.0038000000640749,0.1174999997019767,0.0340999998152256,0.1759999990463256,0.8996999859809875
design_54,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8241999745368958,0.4007999897003174,0.0458000004291534,0.063799999654293,0.1251000016927719,0.0023000000510364,0.062399998307228,0.0797000005841255,0.0659999996423721,0.0046000001020729,0.1588000059127807,0.0294000003486871,0.1212000027298927,0.8962000012397766
design_55,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8165000081062317,0.3921000063419342,0.061099998652935,0.0775000005960464,0.1085999980568885,0.0044999998062849,0.0668999999761581,0.0781000033020973,0.0676999986171722,0.0127999996766448,0.1351999938488006,0.0350000001490116,0.1118000000715255,0.8942999839782715
design_56,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8224999904632568,0.4000000059604645,0.0540000014007091,0.0738999992609024,0.1054000034928321,0.002199999988079,0.0742999985814094,0.0786999985575676,0.0615999996662139,0.0035000001080334,0.1177000030875206,0.0293000005185604,0.1450999975204467,0.907800018787384
design_57,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8184000253677368,0.4018999934196472,0.0544999986886978,0.0737999975681305,0.1036000028252601,0.003400000045076,0.0764999985694885,0.0881000012159347,0.0689999982714653,0.0043000001460313,0.1238999962806701,0.032999999821186,0.1369999945163726,0.8930000066757202
design_58,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.824999988079071,0.462799996137619,0.0456000007688999,0.0603000000119209,0.0878000035881996,0.0020000000949949,0.0771000012755394,0.0763000026345253,0.0571000017225742,0.002600000007078,0.1209999993443489,0.031599998474121,0.0847999975085258,0.9071999788284302
design_59,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8246999979019165,0.3926999866962433,0.0483000017702579,0.0833000019192695,0.1019999980926513,0.0027999999001622,0.0681999996304512,0.0806000009179115,0.066600002348423,0.0052999998442828,0.1074000000953674,0.0286999996751546,0.1684000045061111,0.916700005531311
design_60,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8319000005722046,0.3880999982357025,0.0588000006973743,0.0754000023007392,0.1145000010728836,0.002199999988079,0.0564999990165233,0.0709000006318092,0.0619000010192394,0.0054000001400709,0.1289999932050705,0.0350000001490116,0.1156999990344047,0.8991000056266785
design_61,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8119999766349792,0.4018000066280365,0.0498000010848045,0.0843999981880188,0.1118000000715255,0.0032999999821186,0.0700000002980232,0.092299997806549,0.0653999969363212,0.0032999999821186,0.1298999935388565,0.0381999984383583,0.1330000013113021,0.8877000212669373
design_62,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8126999735832214,0.4893999993801117,0.0471000000834465,0.0467000007629394,0.1040000021457672,0.0027000000700354,0.0590999983251094,0.0842000022530555,0.068400003015995,0.0131999999284744,0.1342999935150146,0.0289999991655349,0.1321000009775161,0.9046000242233276
design_63,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.829200029373169,0.4413999915122986,0.0566999986767768,0.0701000019907951,0.1008000001311302,0.0024999999441206,0.0788000002503395,0.0741000026464462,0.0627999976277351,0.0020999999251216,0.1263000071048736,0.0267999991774559,0.0965000018477439,0.9099000096321106
design_64,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8264999985694885,0.4458999931812286,0.0472000017762184,0.0672999992966651,0.1061000004410743,0.0028999999631196,0.0680000036954879,0.0854000002145767,0.0754000023007392,0.0057999999262392,0.1360000073909759,0.0293000005185604,0.1220000013709068,0.906499981880188
design_65,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.828499972820282,0.4465000033378601,0.0513000003993511,0.0507000014185905,0.1076000034809112,0.0024999999441206,0.0846000015735626,0.0908999964594841,0.0738999992609024,0.003400000045076,0.1360999941825866,0.0359000004827976,0.1124999970197677,0.9043999910354614
design_66,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8328999876976013,0.397599995136261,0.0428000018000602,0.0829000025987625,0.1040999963879585,0.0020000000949949,0.0971999987959861,0.0706999972462654,0.0575999990105629,0.0027999999001622,0.1419000029563903,0.0306000001728534,0.1590999960899353,0.901300013065338
design_67,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8327000141143799,0.390500009059906,0.05180000141263,0.0617000013589859,0.1150999963283538,0.0035000001080334,0.0658999979496002,0.0570000000298023,0.0522000007331371,0.0110999997705221,0.1237000003457069,0.0293000005185604,0.1306000053882599,0.9115999937057496
design_68,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8302000164985657,0.3790999948978424,0.0608000010251998,0.0790000036358833,0.1094999983906745,0.0023000000510364,0.0825999975204467,0.0781000033020973,0.0768999978899955,0.0048000002279877,0.1247999966144561,0.0331000015139579,0.1247999966144561,0.906000018119812
design_69,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8241999745368958,0.3901999890804291,0.0524000003933906,0.0697999969124794,0.1307999938726425,0.0023000000510364,0.0542999990284442,0.0680999979376792,0.0617999993264675,0.0091000003740191,0.1120999976992607,0.0296000000089406,0.1467999964952469,0.9101999998092652
design_70,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.805400013923645,0.4041000008583069,0.0520999990403652,0.0832000002264976,0.1045000031590461,0.002600000007078,0.0698999986052513,0.0782999992370605,0.0566000007092952,0.002600000007078,0.101400002837181,0.0401000007987022,0.1303000003099441,0.892300009727478
design_71,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8065000176429749,0.4571000039577484,0.0285000000149011,0.0829000025987625,0.0983999967575073,0.003000000026077,0.0654999986290931,0.0793000012636184,0.0631999969482421,0.0041999998502433,0.125,0.0309999994933605,0.1008000001311302,0.9089999794960022
design_72,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8282999992370605,0.3871999979019165,0.0430000014603138,0.0749000012874603,0.1274999976158142,0.0023000000510364,0.0719999969005584,0.0776000022888183,0.0690999999642372,0.0046000001020729,0.1222999989986419,0.0328000001609325,0.0958999991416931,0.9121999740600586
design_73,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.821399986743927,0.4512999951839447,0.0542000010609626,0.0575999990105629,0.0922000035643577,0.002199999988079,0.0784000009298324,0.0754999965429306,0.063400000333786,0.0046000001020729,0.1623000055551529,0.0229000002145767,0.0961000025272369,0.9052000045776368
design_74,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8095999956130981,0.4014999866485595,0.0500999987125396,0.0798999965190887,0.1090999990701675,0.0057000000961124,0.0680999979376792,0.0910999998450279,0.069700002670288,0.0073000001721084,0.1401000022888183,0.0340999998152256,0.1354999989271164,0.8952999711036682
design_75,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8090000152587891,0.4350000023841858,0.0487999990582466,0.063799999654293,0.121799997985363,0.0035000001080334,0.0806000009179115,0.0813999995589256,0.0674000009894371,0.0063000000081956,0.1255999952554702,0.026300000026822,0.1252000033855438,0.913699984550476
design_76,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8295999765396118,0.3970000147819519,0.048599999397993,0.0860999971628189,0.1107999980449676,0.0020999999251216,0.0837000012397766,0.0747999995946884,0.0714000016450882,0.0023000000510364,0.1274999976158142,0.0285999998450279,0.096900001168251,0.9146000146865844
design_77,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8141000270843506,0.4196999967098236,0.0696000009775161,0.0604999996721744,0.1185000017285347,0.0044999998062849,0.0511000007390975,0.0703999996185302,0.0617999993264675,0.0170000009238719,0.1099999994039535,0.0283000003546476,0.1353999972343444,0.9187999963760376
design_78,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.817799985408783,0.4553000032901764,0.0439999997615814,0.0631000027060508,0.1040000021457672,0.0020000000949949,0.0810000002384185,0.0746999979019165,0.0603000000119209,0.0028999999631196,0.1479000002145767,0.0262000001966953,0.0982000008225441,0.9065999984741212
design_79,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8330000042915344,0.3939000070095062,0.0467000007629394,0.0798999965190887,0.1045000031590461,0.002199999988079,0.0715999975800514,0.0852999985218048,0.0678000003099441,0.0043999999761581,0.1340000033378601,0.0373999997973442,0.1526000052690506,0.8988999724388123
design_80,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8274000287055969,0.3607000112533569,0.0493000000715255,0.0776999965310096,0.1169999986886978,0.003400000045076,0.063400000333786,0.0750999972224235,0.0582999996840953,0.0086000002920627,0.1145000010728836,0.032999999821186,0.1308999955654144,0.9088000059127808
design_81,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8234999775886536,0.3864000141620636,0.0502999983727932,0.0749000012874603,0.1114000007510185,0.0027999999001622,0.0825999975204467,0.0804999992251396,0.0746999979019165,0.0040000001899898,0.1379999965429306,0.0305000003427267,0.1181999966502189,0.9034000039100648
design_82,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.7960000038146973,0.4659999907016754,0.046799998730421,0.0531000010669231,0.0970000028610229,0.003400000045076,0.0750999972224235,0.0846000015735626,0.0604999996721744,0.0081000002101063,0.1536999940872192,0.0308999996632337,0.0948999971151351,0.8991000056266785
design_83,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8162000179290771,0.4787000119686126,0.0271000005304813,0.0641999989748001,0.1039000004529953,0.0024000001139938,0.0912000015377998,0.0948000028729438,0.0851999968290329,0.002600000007078,0.168500006198883,0.0274999998509883,0.0865999981760978,0.9082000255584716
design_84,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8234000205993652,0.3743999898433685,0.0513999983668327,0.0727000012993812,0.1075000017881393,0.0027999999001622,0.0834999978542327,0.0864999964833259,0.0702999979257583,0.0059000002220273,0.1159000024199485,0.0412999987602233,0.1411000043153762,0.906000018119812
design_85,LLPhyScore features,Cytoplasm,Nuclear localization signal,Soluble,0.8296999931335449,0.3702999949455261,0.0502999983727932,0.0886000022292137,0.1079000011086463,0.0023000000510364,0.0754000023007392,0.0785999968647956,0.0746999979019165,0.003000000026077,0.1380999982357025,0.0342000015079975,0.1263000071048736,0.901199996471405
