ProtID,experiment,nuclear_speckle,p-body,pml-body,post_synaptic_density,stress_granule,chromosome,nucleolus,nuclear_pore_complex,cajal_body,rna_granule,cell_junction,transcriptional
design_42,original+LLPhyScore features,4.2072394e-11,0.5654157,1.7248776e-10,1.6503758e-05,0.43312675,2.9943683e-09,5.3926548e-09,0.0005199315,2.0369218e-06,1.426433e-17,0.0009190129,8.31521e-08
design_43,original+LLPhyScore features,0.0007653758,0.15804379,5.480277e-07,9.678109e-07,0.7458898,0.001059298,0.00054178067,0.07153719,0.022161163,4.2945753e-10,1.5126876e-10,1.4020667e-07
design_44,original+LLPhyScore features,1.5710262e-13,0.7351489,5.4052934e-12,7.587897e-09,0.21744335,5.0382287e-06,3.0920497e-09,0.047267683,8.395373e-08,5.0282632e-20,0.0001349478,4.476648e-10
design_45,original+LLPhyScore features,7.684447e-06,0.7215891,3.038385e-06,1.946398e-12,0.21168908,0.035239596,5.4313932e-05,0.001554089,4.0809214e-06,6.1455764e-11,0.029858533,4.769557e-07
design_46,original+LLPhyScore features,0.00044526378,0.489122,7.5409785e-05,7.326804e-07,0.11058412,0.060278274,0.004094779,0.33257172,0.0028201083,1.1030977e-06,5.6421627e-06,9.189133e-07
design_47,original+LLPhyScore features,1.2068753e-08,0.5307513,5.2455755e-07,1.1834655e-10,0.4682611,7.137798e-07,1.4580597e-07,0.0009792811,2.6687028e-06,1.4299742e-13,2.1044123e-06,2.24726e-06
design_48,original+LLPhyScore features,4.353397e-07,0.103454106,7.7229004e-08,4.4042358e-13,0.010470772,0.83871645,0.043030445,0.003966505,0.0003606136,9.580007e-08,4.231599e-07,1.4408633e-08
design_49,original+LLPhyScore features,1.1754527e-11,0.56269187,1.8637805e-07,2.4272158e-12,0.43518615,1.6613885e-08,1.6863093e-12,0.002055438,1.6494925e-10,3.935624300000001e-22,5.1478073e-05,1.4818127e-05
design_5,original+LLPhyScore features,1.011078e-11,0.21879274,1.3468153e-08,5.0157475e-13,0.58181995,0.015659897,1.4434145e-09,0.18372741,1.9671504e-08,2.5783826000000003e-16,4.9602447e-09,2.7394602e-08
design_50,original+LLPhyScore features,0.0013296163,0.36873057,0.0011253745,3.6151828e-08,0.059266873,0.44445962,0.016533943,0.07749278,0.029670505,0.0013176266,3.0005056e-06,7.01553e-05
design_51,original+LLPhyScore features,0.07782088,0.85778767,1.1522088e-05,1.1294042e-08,0.061051108,0.0023585092,1.5408109e-07,0.00069030863,1.540007e-05,2.2125715e-10,0.00021449258,4.9977865e-05
design_52,original+LLPhyScore features,3.4722143e-05,0.47852802,4.3939386e-07,2.4273276e-14,0.5040939,0.0015419265,3.5095545e-07,0.015791707,8.214264e-06,1.2665334e-11,2.0118926e-13,7.5139883e-07
design_53,original+LLPhyScore features,1.2920462e-05,0.3362588,2.2892123e-06,1.02663556e-07,0.61390597,0.047975566,0.0010596655,0.0007780026,3.5153998e-06,2.5239078e-06,1.9262049e-07,3.5952033e-07
design_54,original+LLPhyScore features,6.2958393e-06,0.45216295,1.2256752e-09,4.0984796e-07,0.5468831,1.8145789e-05,0.0001447356,0.00078423764,1.514214e-07,2.686809e-13,4.101084e-10,7.2764617e-09
design_55,original+LLPhyScore features,2.214835e-07,0.3733902,7.2033632e-09,2.3550621e-09,0.57717437,1.5169559e-06,7.822289e-14,0.049400903,7.918715e-09,1.8771847e-18,2.2514403e-05,1.0307395e-05
design_56,original+LLPhyScore features,0.000248598,0.95546585,1.313029e-06,1.2271571e-16,0.039672628,0.0036295708,0.00093138457,3.3887181e-06,4.675939e-05,6.0419945e-09,1.1855343e-10,5.640882e-07
design_57,original+LLPhyScore features,4.5861016e-05,0.30409914,3.686534e-08,3.8102913e-14,0.2948232,0.4007897,0.00023154847,9.800875e-06,3.7104698e-08,7.427136e-07,5.065557700000002e-16,9.854444e-09
design_58,original+LLPhyScore features,1.113509e-11,0.18079434,3.814667e-10,8.33056e-08,0.07278206,7.796931e-06,0.00013332373,0.7454921,0.0007892561,4.678839e-18,9.458245e-07,4.7546294e-08
design_59,original+LLPhyScore features,3.7134615e-08,0.9380661,3.447548e-09,1.20976885e-17,0.021107804,0.008694616,0.009252029,0.022872824,6.5348227e-06,4.2653305e-16,1.1268022e-07,2.9694974e-08
design_6,original+LLPhyScore features,9.967047e-06,0.49200565,2.6563823e-06,4.6143737e-06,0.48964828,0.01142941,0.0004883629,0.0064083813,2.6310063e-06,5.6671915e-08,1.13567274e-10,5.462571e-09
design_60,original+LLPhyScore features,4.2013116e-12,0.21287571,4.799714e-12,1.6109666e-11,0.66790134,0.012634095,2.60892e-10,0.10658892,4.6163885e-11,8.83619e-21,2.738783e-12,2.4625e-12
design_61,original+LLPhyScore features,0.003284634,0.9729186,2.6295213e-05,6.965758e-05,0.015773764,0.0022902489,0.0044946223,0.0006903452,5.9527592e-05,2.9781464e-08,0.00039218023,8.378936e-08
design_62,original+LLPhyScore features,3.1998372e-06,0.8871915,4.258389e-07,5.113e-12,0.011621649,0.050293863,0.049384575,0.0011682316,0.00029287254,6.955305e-08,4.354917e-05,6.052655e-08
design_63,original+LLPhyScore features,6.165299e-10,0.5787886,2.5197394e-10,7.84113e-17,0.42119238,6.752915e-06,4.827357e-08,4.6744853e-07,2.2186154e-11,2.0095416e-16,1.1823825e-05,9.901155e-10
design_64,original+LLPhyScore features,1.6016344e-08,0.15262759,8.385557e-07,7.062032e-10,0.061180986,0.6271836,0.14297208,0.013032166,0.0021615345,2.9143477e-08,0.0008400459,1.1049675e-06
design_65,original+LLPhyScore features,2.7372717e-09,0.13030665,4.814732e-12,1.8908892e-08,0.5659006,1.0707356e-09,7.737632e-11,0.30377927,5.909584e-08,8.082529399999999e-23,1.3332027e-05,1.5191253e-09
design_66,original+LLPhyScore features,9.421991e-06,0.14875844,1.897621e-05,3.4430786e-10,0.7628734,0.012262193,9.407374e-06,0.07454894,0.0015110279,9.165537e-09,1.572358e-08,8.179285e-06
design_67,original+LLPhyScore features,6.389889e-07,0.42135748,2.7971095e-10,6.549633e-10,0.04908921,4.369586e-05,2.9372447e-07,0.52948165,1.7456456e-05,1.5582947e-16,9.520702e-06,1.487639e-08
design_68,original+LLPhyScore features,4.753648e-06,0.57951236,1.0541866e-07,5.532532e-11,0.11885713,0.29507962,0.00089774927,0.005566634,8.157321e-05,2.3165999e-08,1.834463e-08,3.880123e-08
design_69,original+LLPhyScore features,9.014767e-07,0.1541064,9.544558e-09,8.169256e-06,0.009534218,0.0014494765,0.00041716476,0.65561664,0.15937053,2.0639565e-11,0.019496368,9.584149e-08
design_7,original+LLPhyScore features,2.0132527e-06,0.7491896,7.0368543e-07,0.0025531228,0.2463573,5.9389723e-08,0.0015347796,5.3892327e-05,3.3347205e-05,5.446462e-10,0.00027481324,1.9519526e-07
design_70,original+LLPhyScore features,0.00020376334,0.47338256,5.6680122e-08,1.5003337e-19,0.5262277,5.5503097e-05,2.8591448e-06,0.0001270849,4.20401e-07,6.4454854e-13,2.4463206e-11,8.161525e-08
design_71,original+LLPhyScore features,1.183529e-10,0.88954073,1.596458e-08,1.0928036e-18,0.10121313,0.00018333076,0.009025034,3.4276476e-05,3.549601e-06,2.7858312e-12,3.1456443e-10,4.4060435e-09
design_72,original+LLPhyScore features,3.7902896e-11,0.37124693,4.3470023e-09,2.7856412e-11,0.41332462,3.4374457e-06,6.7063377e-10,0.21225604,2.810826e-08,4.4396102e-20,0.0031689636,1.5866014e-08
design_73,original+LLPhyScore features,3.1030188e-05,0.49310344,1.961344e-06,1.8164899e-07,0.5062392,4.8652964e-06,3.4725072e-06,0.0002496679,8.636805e-06,1.4405227e-09,2.5200006e-06,0.00035505142
design_74,original+LLPhyScore features,4.7662783e-07,0.7815782,4.5078735e-07,2.2050042e-09,0.18751821,0.02008385,1.7020906e-05,0.010708231,2.4444003e-05,2.6217548e-10,6.5213266e-05,4.0290865e-06
design_75,original+LLPhyScore features,0.000103010294,0.31074232,4.734273e-05,0.00778633,0.64115566,0.0006759161,8.243658e-05,0.034466576,0.004908907,2.6573764e-06,2.4975718e-05,3.892827e-06
design_76,original+LLPhyScore features,3.6168655e-09,0.6513782,1.8000598e-08,1.0504368e-11,0.2627639,0.0019157581,1.3889074e-06,0.08387,7.078675e-05,3.0151262e-15,4.2288125e-08,1.0521168e-08
design_77,original+LLPhyScore features,0.0016191793,0.6823979,0.000216472,1.0924044e-12,0.25860596,0.042068142,0.013274162,0.00010142866,9.4213814e-05,1.623019e-07,0.0015882326,3.410569e-05
design_78,original+LLPhyScore features,4.0622127e-11,0.36689317,5.44743e-09,9.54785e-07,0.5334784,0.00015491273,0.002615083,0.09652201,0.00033327972,9.480112e-13,2.1352137e-06,1.6370985e-08
design_79,original+LLPhyScore features,9.479609e-05,0.5885772,1.8684028e-05,3.7031384e-08,0.26010984,0.0013920586,1.4267998e-07,0.14828008,0.0014423333,3.528307e-11,8.224962e-05,2.6322411e-06
design_8,original+LLPhyScore features,2.3133916e-06,0.13874789,3.970319e-07,3.032175e-08,0.43444365,0.00077311846,2.2558568e-09,0.42603153,5.083357e-07,3.470007e-15,5.630955e-07,4.1570773e-09
design_80,original+LLPhyScore features,1.788312e-09,0.24934399,2.8154302e-11,3.3113155e-13,0.6783617,0.016783077,0.001517701,0.05381001,0.00018348124,1.7055208e-13,4.0822665e-09,7.858025e-08
design_81,original+LLPhyScore features,4.048541e-11,0.00096776953,2.448508e-10,6.793424e-07,1.4009105e-06,0.010463513,1.5437405e-05,0.9385207,0.050030082,3.2594562e-17,3.9986494e-07,2.2122917e-10
design_82,original+LLPhyScore features,9.559296e-09,0.0034200624,4.1704076e-09,0.0007011513,0.032345507,5.2947084e-06,3.7272126e-05,0.21761453,0.013663782,2.831392e-17,0.7322122,6.42489e-08
design_83,original+LLPhyScore features,9.779782e-06,0.51748997,4.087663e-06,8.1609075e-15,0.0282698,0.20586273,0.089829125,0.1583466,0.00018743683,2.1244556e-10,2.2378468e-07,5.595514e-08
design_84,original+LLPhyScore features,4.5769983e-08,0.20489432,1.1243193e-08,6.666293e-08,0.7846927,0.0001508091,3.5456972e-06,0.010063846,0.00019452948,2.0808535e-12,5.969773e-11,1.2148426e-07
design_85,original+LLPhyScore features,3.570817e-12,0.6507476,4.74536e-11,3.6354423e-20,0.25955242,0.022999605,1.4308034e-08,0.066700295,1.3222794e-07,1.2754797e-19,4.021558e-09,1.1367938e-08
design_86,original+LLPhyScore features,1.3353809e-05,0.6833582,6.3779885e-07,8.558837e-05,0.23813367,0.0014148266,3.5308265e-08,0.07687469,0.000118759395,7.698742e-13,1.3465656e-07,1.1747441e-07
design_87,original+LLPhyScore features,8.036709e-10,0.54756534,1.5055537e-08,1.0540856e-07,0.45113406,3.709736e-08,6.704123e-07,6.017471e-05,2.1099459e-07,2.3968544e-15,0.001239042,3.7689426e-07
design_88,original+LLPhyScore features,4.5634042e-07,0.16406232,2.4634335e-09,1.0094856e-10,0.0036764827,0.016591467,1.1926368e-09,0.815644,2.4693896e-05,1.04865665e-17,5.115973e-07,1.0706337e-09
design_89,original+LLPhyScore features,1.1995508e-07,0.48327807,2.2120249e-08,1.3081807e-09,9.447771e-06,7.709496e-05,4.2271457e-09,0.5166107,1.4197414e-06,6.552491e-20,2.3140237e-05,9.390356e-10
design_9,original+LLPhyScore features,1.0213298e-08,3.057417e-05,5.9108695e-12,6.0758495e-08,0.021916006,0.00434327,0.8761504,0.097456396,0.00010320051,3.819441e-15,1.06483554e-13,3.46589e-13
design_90,original+LLPhyScore features,0.00021801442,0.029503107,2.488931e-07,5.4558996e-06,0.9428349,2.6051475e-05,4.678274e-09,0.027400324,1.1844663e-05,5.768113300000002e-16,2.9748992e-10,5.776787e-09
design_91,original+LLPhyScore features,4.764144e-10,0.6353907,5.813239e-07,2.8582395e-10,0.3579899,0.0024611277,3.681779e-06,0.004152398,1.577157e-06,7.4418536e-12,7.108376e-14,1.883775e-08
design_92,original+LLPhyScore features,1.265706e-07,0.54555684,7.933423e-10,2.9602715e-10,0.20681804,0.0025056873,1.1606556e-07,0.24511914,3.8860005e-08,2.400153e-16,3.1776437e-08,1.3172957e-10
design_93,original+LLPhyScore features,4.76545e-07,0.3880332,1.6185052e-08,2.2189131e-10,0.5778739,0.03244465,8.8983375e-05,0.0015585542,2.2404728e-07,1.4602006e-10,1.4319987e-10,4.9687865e-10
design_94,original+LLPhyScore features,4.687255e-05,0.39583927,2.7241214e-07,0.0001344419,0.3795097,0.00022253426,5.708375e-09,0.22414216,0.00010413526,1.1767119e-13,1.4183786e-07,4.939203e-07
design_95,original+LLPhyScore features,6.4545948e-06,0.4645093,2.6733096e-07,7.285447e-10,0.53162295,9.924044e-05,8.8652837e-07,0.0037319523,8.030452e-06,1.1194219e-11,7.1927078e-09,2.0897094e-05
design_96,original+LLPhyScore features,0.0024876362,0.68959224,3.488892e-08,6.1065954e-17,0.14488943,4.2994772e-05,7.148283e-10,0.011573022,1.2332822e-07,5.5290264e-17,0.15140799,6.5532276e-06
design_97,original+LLPhyScore features,1.9072545e-06,0.51943254,2.6102302e-06,1.1515591e-09,0.47367942,0.0029637266,2.6966656e-08,0.0039179907,2.6504203e-08,1.2920763e-12,1.7960316e-06,1.31856845e-08
design_98,original+LLPhyScore features,1.727558e-07,0.037973057,1.8888493e-08,4.5035958e-11,0.026267864,0.000120454446,0.046800762,0.11336786,0.7754696,4.2546433e-10,1.3566306e-07,3.8344176e-08
design_99,original+LLPhyScore features,4.6941757e-08,0.51768845,6.221753e-07,1.3077143e-08,0.46782312,0.0025713746,7.829021e-07,0.011912818,7.245619e-08,5.116067e-12,2.6406478e-06,6.7752e-08
,,,,,,,,,,,,,
