ProteinID,nuclear_speckle,p-body,pml-body,post_synaptic_density,stress_granule,chromosome,nucleolus,nuclear_pore_complex,cajal_body,rna_granule,cell_junction,transcriptional
design_21,1.7277086e-09,0.018073367,9.876753e-05,0.00061310804,3.0951557e-09,4.0973784e-05,2.7405788e-06,0.02041988,2.379915e-09,5.363829e-26,2.884086e-05,2.1318654e-09
design_22,3.4745473e-05,0.15286627,0.0031772025,0.00050152314,2.9453188e-06,1.7504879e-06,0.00014967775,0.009750757,2.391865e-06,3.8063555e-18,0.0017237704,3.8977672e-07
design_23,2.559475e-07,0.03407595,0.008690688,0.0071583134,0.00021898076,8.9867586e-05,0.0005571964,0.015117149,4.0267147e-07,9.122874e-15,0.00064545823,7.2674027e-07
design_24,3.4344406e-08,0.03807169,0.0003085389,6.398997e-05,1.4802122e-06,9.343932e-07,0.00073037733,0.10037611,6.419185e-06,1.4333275e-19,0.00018670846,2.8756697e-08
design_25,4.8221274e-05,0.06367814,0.0007115656,0.009166343,7.831924e-08,4.4504006e-08,1.3269475e-05,0.001917875,6.664677e-07,3.4031098e-22,0.001232776,1.8992992e-08
design_26,2.7740898e-06,0.04614562,0.032497294,0.12172513,2.0494494e-05,3.751861e-08,6.480607e-08,0.06960025,2.0733091e-07,5.2201575e-21,0.0014148233,3.7645816e-07
design_27,1.6959993e-05,0.05052524,0.0008906819,0.004519589,6.967464e-07,3.922033e-10,1.7475387e-06,6.699283e-05,1.2875768e-07,4.9604546e-23,0.19077586,1.3481765e-07
design_28,5.385025e-08,0.003502157,0.0004253196,0.024830146,4.006696e-07,2.9817098e-05,4.5452207e-06,0.014601935,1.0821736e-08,1.6797982e-21,0.006530863,5.9841097e-09
design_29,7.023917e-09,0.4056278,0.0025539657,0.08276103,3.303852e-05,1.1606302e-07,2.524975e-08,0.056329742,5.8772184e-08,6.632741e-21,0.00051420124,8.8700835e-07
design_30,5.62726e-07,0.06762477,0.0020974022,0.12654808,4.382993e-06,9.6892286e-08,1.1222346e-08,0.08157054,2.8003124e-09,8.3336015e-24,0.0009927688,1.157251e-08
design_31,1.6170161e-05,0.004782243,0.00027248592,0.0114150345,6.668397e-10,2.112356e-09,0.010673764,0.00017150497,1.9039164e-06,2.3199646e-24,1.2536056e-05,1.2567555e-10
design_32,3.5776527e-06,0.0030145424,0.0007441176,0.017444544,1.7449394e-06,2.0207783e-07,1.657335e-06,0.08707867,7.5481734e-07,4.7931195e-21,0.024996938,6.708973e-08
design_33,6.165928e-06,0.30700278,0.00063718396,0.029205631,0.000108607055,1.0913022e-05,3.7292134e-06,0.0058631473,9.146636e-08,7.1864476e-18,0.00150324,4.9568797e-07
design_34,4.1135894e-07,0.06546962,8.25817e-05,0.006906159,1.2361362e-07,3.9077355e-09,2.2570313e-05,0.0025520385,4.7834423e-08,1.18439395e-23,0.0030898594,3.1298786e-09
design_35,3.5062095e-07,0.020005194,0.00024343982,0.00012237467,5.4062848e-09,1.943439e-06,8.666667e-07,0.0025198872,2.30951e-09,9.1973564e-26,0.005223544,3.6897084e-08
design_36,1.3168154e-09,0.005381874,0.00016156583,0.081643336,5.376505e-09,2.6299276e-09,1.4222293e-06,0.007353598,1.7464055e-08,3.3587212e-28,1.258296e-05,3.0802424e-10
design_37,2.9288372e-05,0.030215956,0.0054779625,0.00015657216,5.2889536e-08,0.00011096963,0.0026122562,0.00052450557,3.3831205e-07,6.759027e-19,0.00014524093,4.5911634e-08
design_38,1.3601929e-08,0.0033520048,0.00013788966,0.018752826,3.5346385e-08,5.941678e-07,0.00029072768,0.00042779534,4.147826e-08,5.417056e-22,0.014573777,7.777837e-09
design_39,1.9353783e-08,0.008833889,9.346009e-05,0.03840608,2.595639e-05,3.5815855e-09,4.940611e-07,0.0007384971,2.5901838e-07,1.2147269e-22,0.048372023,2.6395708e-07
design_40,4.654946e-06,0.1415434,0.0001671874,0.0036597804,8.243491e-07,6.3637816e-07,0.0001388474,0.0002579663,3.3242056e-08,6.5910236e-21,0.0010593286,4.0707352e-08
design_41,4.784188e-09,0.025035221,2.1884553e-05,0.00048951426,4.841601e-07,3.3820636e-06,4.2602715e-05,0.0032054605,1.9421233e-08,2.184768e-22,0.0006632392,1.1388054e-08
design_42,2.440157e-09,0.0721078,0.0005644563,0.07140884,9.1680204e-07,1.0458405e-07,0.00023669911,0.008928958,2.688355e-08,5.6941606e-22,3.9454513e-05,2.638343e-09
design_43,2.5413333e-06,0.09362464,9.4846764e-05,0.009763441,1.9376595e-05,3.062209e-08,1.4764105e-08,0.090747215,9.979785e-08,2.0208258e-23,0.0005812412,2.3297463e-07
design_44,1.4388281e-05,0.046719275,5.0420975e-05,0.010449129,1.6953371e-06,1.3659832e-07,2.3225338e-08,0.0029776106,1.9768656e-08,1.2115523e-22,0.020031523,1.59459e-07
design_45,1.7042709e-06,0.0012564248,0.0006678276,0.11630642,3.8286412e-08,3.233059e-09,3.104294e-06,0.0023811609,3.3231785e-08,1.6607505e-25,0.00054646237,8.069854e-10
design_46,1.7852004e-06,0.06320121,0.00066751166,0.11049773,8.7237424e-07,3.965171e-10,2.7674347e-05,0.00025214176,1.4315286e-07,1.2895669e-23,9.673711e-05,9.926341e-09
design_47,4.1331365e-08,0.038795944,9.126648e-05,0.18399723,1.7776048e-06,8.996723e-09,9.9224465e-08,0.016788276,2.2636232e-08,6.565617e-24,0.0022012524,5.1149588e-08
design_48,1.0917382e-06,0.21328458,0.002252831,3.1772583e-06,6.853729e-08,0.00036209074,0.0037251438,0.001982914,9.2994505e-08,4.289718e-18,0.0009591797,1.4243555e-08
design_49,3.8775195e-08,0.001310056,0.00031031275,0.12438506,3.2928863e-08,5.47485e-06,9.925083e-05,0.014341357,1.3864414e-07,1.4479717e-21,0.00087495317,8.990853e-10
design_50,1.5245739e-07,0.0027650688,0.0010398983,0.00013480123,6.6858865e-09,4.525889e-07,0.003816263,0.00018124173,5.0682573e-08,5.0336713e-23,0.0015558545,2.4027063e-09
design_51,0.00031796983,0.16016056,0.0014727946,8.834697e-05,0.00020226999,0.0006219287,0.00066136074,0.003784494,2.8889443e-07,5.0368252e-14,0.09001643,1.4475663e-06
design_52,1.3726694e-07,0.00010310487,1.6762668e-06,0.0048829606,9.503626e-10,6.921991e-07,1.1050888e-08,0.04256379,2.722775e-08,3.7886647e-27,0.029360712,7.737366e-10
design_53,4.148423e-07,0.00878257,3.217291e-05,0.02959207,8.7587495e-08,1.1805072e-07,0.0014678737,0.0005030715,3.538923e-07,4.0995044e-22,0.00011152146,1.4442211e-09
design_54,0.00011155773,0.8335845,0.00019785095,3.6773085e-07,7.20039e-05,9.359992e-06,0.014491153,4.830458e-05,5.796997e-07,2.8709462e-15,0.002492901,1.0777973e-06
design_55,9.008915e-09,0.007634106,0.0016532178,0.024913307,2.3816506e-08,1.3005187e-07,3.9819915e-05,0.034957103,8.4786556e-08,2.371162e-23,0.0006336663,2.3024156e-09
design_56,9.38031e-08,0.029108178,0.00013482798,0.00462793,6.996189e-08,3.8792267e-09,7.096164e-08,0.004781236,7.76863e-09,3.0862334e-26,0.00369469,6.5721837e-09
design_57,1.8970546e-06,0.003829963,2.8755938e-05,6.445961e-05,1.6883461e-06,1.7582627e-06,6.1683163e-06,0.04525405,3.3948137e-07,8.99838e-22,0.0065329457,3.797122e-08
design_58,3.1650365e-05,0.0042048744,0.0026288293,0.050129473,1.2542968e-07,3.784498e-08,0.00072898733,8.1063125e-05,4.6895985e-07,1.3366643e-21,0.0011405195,3.2362302e-09
design_59,3.5536385e-05,0.03531229,0.002987217,0.00096792105,1.43898305e-05,0.0005097334,3.667768e-05,0.12726545,9.069069e-07,1.6293133e-16,0.0018429172,2.2536875e-07
design_60,2.9518539e-08,0.15128154,4.2695e-05,0.0012855582,1.8005376e-07,2.9609156e-08,0.0025235994,0.002609003,5.046669e-07,7.5537887e-22,4.2011263e-05,1.9239714e-09
design_61,2.3785167e-07,0.04663157,0.00036690966,0.015955355,1.0836494e-06,7.942364e-10,3.861777e-05,0.0009954225,3.0616306e-08,7.374182e-24,0.00074586977,1.6444863e-09
design_62,3.1464826e-09,0.00019413856,4.667622e-05,0.101076335,3.9231182e-10,8.694883e-08,8.295184e-11,0.0061073843,1.0279261e-09,4.594605e-31,0.0036753383,5.223257e-09
design_63,4.071585e-05,0.4323757,0.17096514,0.003837639,6.498403e-05,2.7497254e-08,0.0001080813,0.0014281205,2.7266654e-07,1.3412486e-17,0.0020579502,1.1563683e-06
design_64,3.232468e-08,0.023720281,0.00028502863,0.0032713246,9.3398336e-07,3.2306139e-07,3.878504e-06,0.0074981083,1.9005963e-08,2.5173579e-23,0.0031613174,9.304702e-08
design_65,2.594612e-09,0.003381388,1.4174566e-05,0.041457772,1.4919324e-07,6.254429e-08,0.0031868324,0.00020220966,1.6739297e-07,1.2185744e-22,0.0036093483,4.366074e-10
design_66,2.41259e-08,0.00870495,0.0082434695,0.055221383,2.1556245e-05,2.6787989e-08,0.00021379314,0.121586494,1.304749e-06,8.923562e-20,1.8054523e-05,6.5568826e-09
design_67,9.6331325e-09,0.108198546,0.004042539,0.006986942,1.5355117e-05,6.42123e-06,4.159178e-08,0.17942962,3.4215073e-08,2.247751e-20,0.0033663407,4.97722e-07
design_68,7.8375183e-07,0.016202271,4.4771583e-05,0.000311058,7.1352075e-09,3.000384e-06,3.60601e-05,0.0023373286,1.4806469e-07,1.09951315e-23,0.0001337623,3.1301473e-09
design_69,1.2539625e-08,0.00065185444,4.828137e-05,0.027108291,7.66039e-10,7.187563e-09,1.1860107e-07,0.0037478092,1.0897005e-08,2.0264173e-28,0.0042007514,9.623596e-10
design_70,3.5470732e-06,0.0459848,0.0020229262,0.0693226,8.225091e-06,2.18084e-09,4.9672264e-05,0.0052953553,6.59348e-07,1.394596e-20,0.0012690211,8.185101e-08
design_71,5.0498745e-08,0.024787333,8.751543e-05,6.6831395e-05,0.0002595848,3.5248874e-07,1.2488306e-06,0.13994943,6.7853307e-07,5.3752545e-20,0.042249344,5.644734e-07
design_72,5.547625e-10,0.2546132,0.00039712433,0.037768137,8.295563e-06,1.6300417e-07,5.7761492e-05,0.0046659573,1.33318485e-08,3.5129735e-21,1.7982626e-05,2.5562299e-08
design_73,2.9304679e-09,0.025564227,0.0016870557,0.020783218,1.1935964e-06,5.987634e-07,4.9714987e-07,0.14050944,1.522118e-08,1.2696578e-21,0.013407052,1.0002196e-07
design_74,8.498441e-08,0.005297636,0.0005453593,0.43660542,1.5575223e-07,5.488743e-08,9.682334e-07,0.025646677,1.00917624e-07,3.7177165e-24,3.663035e-05,1.527213e-08
design_75,6.238386e-07,0.0015716001,0.01678863,0.0049700467,4.573019e-08,9.691591e-07,6.161827e-05,0.018585999,1.2883002e-07,1.0843643e-22,0.00018082245,6.152682e-09
design_76,1.44922515e-05,0.09266487,0.00072142907,0.010106732,4.359439e-07,2.4753237e-07,1.3628438e-06,0.0013401507,1.03570265e-07,5.211776e-23,0.00017795677,4.2030717e-08
design_77,4.6247672e-10,0.023977892,1.959681e-05,0.4673437,1.7539556e-09,6.7544703e-10,4.1593964e-07,5.0778675e-05,4.3586523e-10,4.7360113e-29,0.00122291,2.5676925e-09
design_78,2.5015136e-06,0.009423773,0.00020601311,0.006384052,1.1250168e-07,5.9330716e-08,3.3799613e-06,0.004482472,7.168454e-08,1.5591496e-24,0.000115081755,9.541318e-09
design_79,6.368651e-10,0.00021430111,0.00011940394,0.7579037,1.2660658e-05,1.343643e-09,1.2165684e-10,0.1235339,2.9476048e-09,6.148414e-27,0.001453197,1.0617061e-08
design_80,2.9457182e-08,0.023921615,3.817494e-05,0.0030080515,1.7175378e-07,8.8155895e-07,0.002457425,0.0055905427,8.889708e-08,2.4018162e-21,0.00021738329,9.549069e-10
design_81,2.6772594e-07,0.025805354,9.136453e-05,0.11521783,1.462179e-09,2.3578263e-08,3.4616428e-06,0.00030738884,6.9978943e-09,6.761759e-27,0.00010094822,3.2933167e-10
design_82,7.6382844e-07,0.008355395,0.002948919,0.07735448,6.184286e-08,1.680585e-08,7.466793e-06,0.012982205,5.2492062e-08,5.6869663e-25,1.4859496e-05,1.6855147e-09
design_83,1.6372951e-08,0.031225596,0.00050044816,0.011885782,1.5979742e-07,3.7940026e-07,0.00036661228,0.026419442,1.7672146e-07,1.350446e-21,9.226456e-05,2.5439424e-09
design_84,6.118657e-06,0.037967145,0.0024726794,0.010214284,1.2154852e-06,5.7485568e-06,4.6454957e-06,0.04022716,2.8828316e-07,3.473638e-20,5.1633942e-05,8.324343e-08
design_85,1.8799843e-08,0.0022334217,0.0004199196,0.03953162,3.2392165e-06,4.772826e-06,2.3370894e-05,0.022800831,3.2377997e-08,2.8997543e-20,0.0020079871,2.5843454e-08
design_86,1.7904912e-07,0.00027772973,4.3948516e-05,0.018061845,5.721734e-08,4.2182305e-07,9.524391e-07,0.09029343,4.0586218e-07,9.122767e-23,0.1396769,1.6410053e-09
design_87,3.27172e-08,0.12195741,0.00016072641,0.005814618,8.9008685e-09,7.793558e-07,5.91822e-06,0.0020912495,1.00443645e-08,1.3420832e-24,0.0009227321,2.8118625e-09
design_88,2.826617e-07,0.004331636,0.001567423,0.21496351,6.266167e-08,1.3000549e-07,7.852122e-07,0.0036103502,2.3491761e-08,5.42255e-24,0.004024689,8.078266e-09
design_89,5.810181e-07,0.00032619966,0.009203102,0.04067148,3.0452825e-06,3.2058063e-07,2.4208228e-05,0.13881937,8.331765e-06,1.3899654e-19,0.0047893543,9.4952055e-09
design_90,4.74092e-07,0.015038412,0.005142528,0.0734308,1.3963873e-06,4.6278518e-07,4.1048406e-05,0.017889475,9.46351e-07,2.4840815e-18,0.014785227,1.6074277e-07
design_91,2.2433312e-06,0.11050135,0.0007974618,0.010024397,3.2585908e-06,4.0539517e-06,3.888945e-06,0.041159842,1.4802657e-07,1.9035271e-20,0.00023091324,9.243498e-08
design_92,1.314994e-08,0.0063369637,0.0005471248,0.023216624,4.5304276e-08,1.0715638e-06,0.0069437954,0.0031049585,5.8001774e-08,7.297793e-22,2.9351228e-05,5.241168e-10
design_93,6.494452e-07,0.0034278638,0.005964551,0.0015671859,1.4221723e-06,2.1505955e-06,7.6705e-08,0.6139746,1.7359781e-07,2.3099804e-21,0.0034440625,2.2107254e-07
design_94,1.8033242e-08,5.2444513e-05,0.00024035694,0.10526847,2.0386612e-08,1.3238066e-06,4.4964753e-07,0.051010404,3.4980264e-08,1.3692218e-24,0.004582387,3.9012027e-10
design_95,1.0931791e-06,8.880223e-05,0.0007487518,0.1198592,8.430411e-11,2.5034086e-09,2.472507e-06,0.004535193,1.7224045e-07,1.1973376e-28,6.099681e-05,6.6831644e-11
design_96,1.8413155e-05,0.026203107,0.006821415,0.39368242,3.5968203e-06,4.1272596e-08,3.900417e-05,0.0016194037,1.5277789e-06,8.987516e-20,0.0005803021,6.115071e-08
design_97,2.1248847e-05,0.0019113881,0.00016057873,0.066627786,9.738475e-08,1.07806194e-07,1.4365149e-07,0.0140617965,1.3566799e-07,2.5815025e-23,0.0021576323,1.7483586e-08
design_98,9.4238146e-08,0.004074785,0.0008319225,0.027239723,3.9883616e-08,2.1169315e-07,2.5165757e-05,0.0416665,9.338092e-08,4.2314878e-24,0.00013871759,2.6051894e-09
design_99,2.909826e-07,0.003875864,0.0011280752,0.07505294,1.2632937e-08,3.5379307e-07,1.7115988e-06,0.016675835,2.1218666e-08,2.6230944e-24,0.0022246807,4.4003365e-09
design_100,1.3244686e-08,0.013612357,5.2905383e-05,0.008585453,1.1813688e-07,1.9977283e-06,9.480023e-07,0.003200864,2.5850635e-09,1.5618337e-25,5.2516734e-06,2.455035e-09
