ProteinID,nuclear_speckle,p-body,pml-body,post_synaptic_density,stress_granule,chromosome,nucleolus,nuclear_pore_complex,cajal_body,rna_granule,cell_junction,transcriptional
design_34,3.2180902e-09,0.0006810948,0.0005032864,0.43648705,1.2078507e-08,2.8224014e-07,1.5527069e-06,0.0025946244,1.8112758e-09,1.2617898e-25,9.6971606e-05,3.792009e-10
design_35,5.8501914e-10,0.0005701054,7.041659e-05,0.00011585911,4.3078526e-07,5.577258e-07,5.9209524e-06,0.09905753,2.5685543e-07,5.472423e-24,0.024264563,3.5935537e-09
design_36,1.8410485e-06,0.005355711,0.00037943356,9.26358e-05,2.7420355e-09,5.746227e-07,3.6972142e-05,0.0016453445,3.5201733e-08,1.0804364e-24,0.0030737345,1.304544e-08
design_37,2.4619607e-07,0.023350317,0.00033087935,0.001642833,6.309268e-07,2.7343443e-08,3.8189177e-05,0.009607909,2.7093063e-07,5.8955633e-23,0.00018611287,7.421723e-08
design_38,3.3602203e-07,0.64692503,0.00011618537,0.024925033,0.00010735561,4.0501295e-06,9.012018e-07,0.004595665,5.3778484e-09,2.9700262e-20,0.00044090647,2.3493762e-07
design_39,1.47266155e-08,0.0062893094,0.005870459,0.24400112,1.0860414e-06,4.110863e-06,9.0873355e-06,0.06713756,4.3162164e-08,2.56519e-21,4.3864355e-05,6.5200676e-09
design_40,2.9763234e-05,0.03394593,0.0012544988,0.003260698,1.0798029e-07,1.2801583e-07,1.2217433e-05,0.001063524,6.925412e-08,1.1190675e-22,0.0012282466,3.8727002e-08
design_41,4.0251745e-08,0.11669394,0.0004095907,5.706616e-05,2.5026257e-09,2.1734145e-07,3.90966e-05,0.001676896,1.7593769e-09,1.1070751e-25,0.00069182954,6.3623984e-10
design_42,1.2963284e-07,0.0016907959,0.00084510125,0.019634627,6.8347475e-07,1.8403765e-07,0.0010333847,0.01388205,1.8299597e-05,2.2798145e-20,8.0387865e-05,2.2810552e-08
design_43,4.3567704e-07,0.014753934,0.00020424539,0.17695786,2.729293e-06,9.9336184e-08,5.32735e-05,0.00081632374,6.409493e-08,1.4012717e-21,0.0022929648,8.723667e-09
design_44,6.830422e-08,0.00022533897,2.075532e-05,0.02144709,2.1896678e-09,3.3529378e-07,5.987565e-07,0.04126598,8.989365e-09,2.09675e-27,0.0021678053,8.982386e-10
design_45,1.2028135e-06,0.005013644,0.0016597512,0.01698,3.0564436e-08,1.1446586e-05,0.00036020714,0.012166938,3.262585e-07,1.348902e-20,0.0007124344,3.902961e-09
design_46,6.5582114e-08,0.02012363,0.0002604438,0.0018193194,5.903868e-08,2.8575312e-06,0.00037989666,0.005989308,1.3851616e-08,5.5550247e-22,0.001377265,1.4474062e-09
design_47,1.3210669e-09,0.012781479,0.00013616611,0.0023246717,7.536725e-06,1.3771217e-08,6.683881e-14,0.92434394,2.7869954e-10,2.0161545e-28,0.009416098,3.104904e-06
design_48,3.830458e-09,0.0006338529,3.0822357e-05,0.0016286001,1.3614633e-10,1.6475063e-06,5.8378464e-07,0.0023468917,5.8532607e-10,9.62147e-28,0.08763474,2.2421619e-10
design_49,1.0583563e-07,0.0007725934,0.00013676612,0.00041463043,1.9105952e-08,4.8422756e-08,0.00027682615,0.001899644,1.0277309e-07,8.4578925e-25,0.047014724,4.4641277e-09
design_50,2.895555e-08,0.14004783,0.00014029445,0.50024617,5.747132e-08,9.800651e-13,4.2431928e-08,0.00015321591,7.865693e-09,1.4553038e-28,0.00045020913,9.7840855e-09
design_51,2.4640162e-06,0.0126224,0.00061230303,0.036945567,7.704501e-07,1.3010848e-06,2.375047e-06,0.022055887,6.702117e-07,1.4290239e-21,0.0006285075,9.1063036e-08
design_52,8.400085e-07,0.012931612,0.0051050154,0.122768134,2.2546563e-05,2.421962e-06,7.891978e-07,0.26710454,1.5587555e-07,7.102146e-20,0.000502399,9.6386124e-08
design_53,3.0840056e-05,0.051677737,0.006023933,0.0023122237,2.8362404e-06,5.8830447e-06,2.893295e-05,0.012317662,8.20874e-08,2.5835963e-19,0.007174181,1.6114845e-07
design_54,1.2252437e-05,0.006038048,0.0037949025,0.004422714,5.3097403e-05,3.6145415e-05,2.7452312e-05,0.23176183,1.2096291e-06,2.3938906e-17,0.00067779503,5.999918e-08
design_55,1.525282e-07,0.3836148,0.0007054123,1.7017801e-05,4.6067253e-06,0.0001462888,0.0006760197,0.0020313226,3.205723e-08,8.451697e-18,0.0031385857,3.9880955e-08
design_56,9.120644e-05,0.5273737,9.17527e-05,0.0018946878,6.6740354e-06,5.0624482e-09,5.2726886e-05,0.0008550883,3.1284395e-07,1.3925645e-21,2.2962959e-06,4.3403887e-08
design_57,2.3208716e-07,0.22307223,7.592713e-05,0.013056823,3.5450434e-08,5.044296e-10,7.417089e-10,0.030696075,4.757572e-09,1.5590999e-27,0.003767389,6.8831896e-09
design_58,6.8494295e-08,0.012562943,2.3240387e-05,0.13181339,5.4110427e-05,3.0061307e-09,1.0974728e-07,0.0042217737,4.723225e-08,1.4985285e-23,0.0057966947,7.332698e-08
design_59,1.7472472e-06,0.0031289617,0.001902735,0.2984723,6.259501e-08,1.6143132e-07,0.00012795973,0.0011842162,7.269268e-08,1.9185717e-22,0.00023097731,8.391401e-10
design_60,1.5189414e-07,0.00483511,0.00013738396,0.20440489,8.204121e-07,6.0409793e-09,1.0564831e-06,0.009661279,1.0658168e-08,2.8542353e-25,0.0018098319,1.6710049e-09
design_61,4.0074562e-07,0.048512727,0.00021842818,0.07896681,3.3044536e-05,2.2187487e-08,5.5568995e-05,0.00814118,8.1921115e-07,1.1451964e-19,0.0035143327,9.438656e-08
design_62,7.0388783e-06,0.014234083,0.00016087882,0.008962788,5.3553936e-08,4.248967e-08,2.6379403e-06,0.024447223,1.2976011e-07,5.892773e-24,0.00088052574,7.623182e-09
design_63,7.0178735e-10,0.00089708285,3.7774957e-05,0.03417274,1.1236304e-09,8.2228835e-10,9.0971655e-05,0.010915174,1.5167195e-07,6.784366e-27,0.00031222563,4.903077e-11
design_64,8.214235e-09,0.00019540865,3.2168457e-05,0.36540824,1.4376429e-11,2.999357e-08,3.031525e-08,0.0060863774,5.189917e-10,2.2677615e-32,9.865848e-06,1.0268492e-11
design_65,1.0908905e-07,0.0009079059,0.00060743093,0.0017062698,7.787742e-08,1.72136e-06,1.779599e-05,0.18069185,6.5934806e-08,2.2224676e-23,0.00071323366,1.7443208e-09
design_66,4.0682817e-06,0.017091205,1.7482506e-06,0.18666969,1.3395828e-08,2.0460919e-10,4.423417e-10,0.00030829277,5.7274496e-10,8.811312e-31,0.00040485433,1.8013673e-09
design_67,7.9097833e-07,0.011249334,6.613661e-05,0.029626723,5.8588037e-09,3.324272e-10,1.893563e-07,0.00055592833,4.6511848e-09,4.0307345e-28,0.0032116126,5.809904e-10
design_68,7.9143465e-09,0.0018553901,0.0008522624,0.107760936,8.151512e-08,6.659455e-07,1.6554063e-07,0.021624826,2.518597e-08,5.588601e-24,0.0008605456,1.981863e-07
design_69,4.799161e-08,0.009410358,0.0005593621,0.27617374,3.619993e-08,3.572016e-08,4.90085e-07,0.013606762,9.061926e-09,8.6696984e-26,0.00077874394,1.3147022e-09
design_70,6.817263e-07,0.018832725,0.004319882,0.12137618,3.8835813e-05,1.2234243e-07,6.150783e-07,0.013609918,8.730461e-08,4.3459287e-20,0.010213633,3.6367342e-07
design_71,1.8326057e-09,0.054906007,9.322648e-06,0.0025472378,2.9058516e-08,3.070872e-07,1.599109e-05,0.0007738737,3.6786235e-10,4.372341e-25,0.0029439966,2.3589888e-10
design_72,7.116875e-08,0.05448331,3.9657607e-05,8.687096e-05,4.1353292e-07,4.3007674e-07,1.3971709e-05,0.0093203625,1.754803e-08,1.5681753e-23,0.001735042,1.8050173e-08
design_73,2.7719103e-08,0.015094304,0.0003459385,0.010510731,3.12791e-06,3.8722138e-07,7.4850135e-08,0.34047842,6.287453e-08,6.982565e-23,0.001879081,1.9371518e-07
design_74,2.5769404e-07,0.21970588,0.003406437,0.048461307,1.5777054e-05,1.2812045e-08,0.0058582523,0.00015952128,2.468101e-07,1.5815273e-19,8.933995e-06,2.2851879e-08
design_75,4.578112e-07,0.011359177,0.0001262943,0.95306474,3.2822759e-06,1.6491405e-10,0.00014556787,2.534067e-05,7.727727e-08,1.2773078e-23,6.206316e-05,3.1523635e-09
design_76,2.295085e-06,0.03784492,0.0047885817,0.41875872,8.957293e-06,4.990823e-08,3.6866388e-06,0.0055087334,8.402123e-08,4.017103e-21,6.211616e-05,3.2185522e-08
design_77,1.931626e-06,0.13705954,7.918462e-05,0.0049200845,1.4354003e-06,2.6036344e-07,1.1806902e-06,0.0032183747,5.835932e-08,1.2250203e-22,0.002095866,1.674102e-07
design_78,9.5125813e-07,0.011349423,4.908414e-05,0.072281554,1.4821439e-08,1.6823687e-07,2.8806553e-05,0.0002427762,2.6867097e-08,6.4812556e-25,0.0005340671,2.1043174e-09
design_79,6.4233986e-11,0.0002891435,6.0595496e-05,0.0010206049,6.863802e-08,0.00025235533,1.764873e-08,0.6517613,1.9400444e-10,1.00255784e-25,0.0005871234,6.7734096e-10
design_80,9.847027e-09,0.69073683,0.000107291744,0.02251334,8.483232e-07,1.024674e-05,1.121277e-06,0.002630594,4.3811563e-10,6.916317e-23,0.00018228785,1.6439603e-08
design_81,6.6670236e-07,0.20992975,0.00023022888,0.00024153476,8.4610207e-07,6.219075e-08,2.8155642e-05,0.0028474755,7.8363016e-08,5.405556e-23,2.4626897e-05,3.266027e-08
design_82,2.0392679e-06,0.023363296,0.0003131169,0.00025646645,5.1010084e-05,1.545487e-05,0.0034300261,0.018400367,1.7994317e-06,1.5993303e-16,0.0002373778,1.9736338e-07
design_83,8.62655e-07,0.016206255,0.0007775427,0.004655928,9.931995e-07,2.8161958e-07,0.0005476912,0.019757897,9.5241e-07,1.5162245e-19,0.0011035564,5.160524e-09
design_84,1.2412914e-07,0.026371514,0.0023484742,0.008305341,1.3739467e-06,3.5857854e-06,9.891381e-05,0.015746864,3.344873e-07,1.6535678e-19,0.0007194788,4.556938e-08
design_85,5.582164e-07,0.006435669,0.001072218,0.0038319903,6.726064e-07,3.9962248e-07,6.716201e-06,0.00953397,5.597576e-08,1.0194828e-21,0.22394283,3.123988e-08
design_86,6.5272997e-07,0.0007674204,0.0046083755,0.10477945,9.173997e-08,2.6966984e-07,4.1691683e-06,0.007411579,5.8180166e-08,5.0622094e-23,0.0032960356,1.1913677e-08
design_87,2.5059808e-07,0.13727672,0.00060875324,0.24848832,9.635167e-06,2.6521525e-09,4.5396638e-09,0.013039365,1.8225117e-08,2.3021211e-24,7.247516e-06,4.177177e-08
design_88,2.4292335e-10,0.0071852417,0.00057954766,0.025648896,6.717155e-08,4.4785475e-07,6.8223885e-06,0.024463927,1.0730233e-08,5.497932e-23,0.00345671,2.0284554e-09
design_89,1.6929553e-08,0.0061817807,5.125379e-05,0.03445677,6.3036026e-08,1.6706312e-05,6.187555e-08,0.012633845,1.3883966e-08,9.494748e-25,0.00090349023,2.981919e-08
design_90,1.1838692e-07,0.0002028262,0.0003021346,0.016451301,2.8099403e-11,1.3129966e-08,1.45494705e-05,0.0007193301,5.3934825e-09,1.1899974e-28,0.013470689,3.5226755e-10
design_91,1.2144192e-06,0.008858735,0.015698042,0.008673804,1.5363847e-06,3.613161e-07,5.7586705e-05,0.039258093,4.1109097e-06,2.241074e-19,0.0007315692,1.9823526e-07
design_92,1.5889493e-09,0.014871624,0.0003226333,0.00051332614,3.4652694e-06,5.993197e-06,9.62866e-07,0.13230306,1.4363326e-07,4.427604e-21,0.021310138,4.9745955e-07
design_93,2.07742e-07,0.043418955,0.00058334216,0.010943907,1.1313393e-06,3.9821593e-08,1.1505041e-06,0.034766678,2.9546252e-08,6.889166e-24,0.00064918015,3.3904676e-08
design_94,5.0061917e-08,0.1945338,0.00021740817,0.028992036,1.0018191e-06,5.530679e-07,0.00031244598,0.00211297,3.4347348e-08,1.2775923e-20,0.00028439835,4.140449e-09
design_95,3.1663212e-08,0.040827833,0.00062051404,0.4548663,2.7830915e-06,6.2551537e-09,2.0143318e-06,0.01071256,2.1144853e-08,1.6371006e-24,1.5150545e-05,3.975191e-09
design_96,1.9924812e-07,0.007026795,1.8916775e-05,0.0022151722,1.9407457e-08,6.247275e-07,1.3070096e-05,0.005035834,2.2927361e-08,1.0058528e-24,9.2808485e-05,7.6262613e-10
design_97,8.963514e-06,0.0096746385,0.0022510418,0.022271417,5.1775845e-05,6.6187706e-05,0.0001693505,0.015429311,2.133556e-06,2.8168014e-16,0.0005083295,1.0786291e-06
design_98,1.0875966e-09,0.00088550407,1.3480198e-05,0.03729772,5.923707e-09,2.7506276e-08,0.00076223543,0.00018767445,9.791044e-10,2.5150312e-26,0.0044277664,1.6120471e-11
design_99,4.109373e-06,0.03321247,0.0002978656,0.001480594,3.1792074e-06,4.7003405e-06,1.326889e-07,0.0100049665,1.2014333e-08,1.8428005e-22,0.042045806,2.3746658e-07
design_100,2.3246174e-07,0.003114761,9.232596e-06,0.086935185,5.4970304e-08,1.7293536e-13,2.8145205e-06,7.532409e-05,4.664769e-09,2.915615e-28,0.0025920577,2.1267754e-10
