seqid,AA_A,AA_C,AA_D,AA_E,AA_F,AA_G,AA_H,AA_I,AA_K,AA_L,AA_M,AA_N,AA_P,AA_Q,AA_R,AA_S,AA_T,AA_V,AA_W,AA_Y,CLV_C14_Caspase3-7,DEG_APCC_KENBOX_2,DEG_Kelch_Keap1_1,DEG_SCF_TRCP1_1,DOC_ANK_TNKS_1,DOC_CYCLIN_RxL_1,DOC_MAPK_JIP1_4,DOC_MAPK_MEF2A_6,DOC_MAPK_NFAT4_5,DOC_MAPK_gen_1,DOC_PP1_RVXF_1,DOC_PP2A_B56_1,DOC_PP4_FxxP_1,DOC_WW_Pin1_4,D_repeats,ED_ratio,ELASTIN_LIKE,E_repeats,FG_repeats,FG_rich,FGxF,FRG,G_repeats,KAP_repeats,KL_hydropathy,K_repeats,LIG_14-3-3_CanoR_1,LIG_CaM_IQ_9,LIG_CtBP_PxDLS_1,LIG_EF_ALG2_ABM_1,LIG_EH_1,LIG_HCF-1_HBM_1,LIG_HOMEOBOX,LIG_KEPE_2,LIG_KLC1_WD_1,LIG_LIR_Gen_1,LIG_PAM2_1,LIG_PCNA_PIPBox_1,LIG_PDZ_Class_1,LIG_PDZ_Wminus1_1,LIG_PTAP_UEV_1,LIG_PTB_Apo_2,LIG_PTB_Phospho_1,LIG_Rb_LxCxE_1,LIG_SH2_CRK,LIG_SH2_GRB2like,LIG_SH2_NCK_1,LIG_SH2_SRC,LIG_SH2_STAP1,LIG_SH2_STAT5,LIG_SH3_2,LIG_SUMO_SIM_anti_2,LIG_SUMO_SIM_par_1,MOD_CDK_SPK_2,MOD_CDK_SPxK_1,MOD_CDK_SPxxK_3,MOD_CK1_1,MOD_CK2_1,MOD_DYRK1A_RPxSP_1,MOD_GSK3_1,MOD_N-GLC_1,MOD_NMyristoyl,MOD_PIKK_1,MOD_PKA_1,MOD_PKA_2,MOD_PKB_1,MOD_Plk_1,MOD_ProDKin_1,MOD_SUMO_for_1,MOD_SUMO_rev_2,N_repeats,PG_rich,PR_repeats,PTS_repeats,PY,P_repeats,QN_repeats,Q_repeats,REP_RGG,RG_repeats,RK_ratio,R_plus_Y,R_repeats,SGFYSG,SG_repeats,SR_repeats,S_repeats,TRG_ER_FFAT_1,TRG_ER_diArg_1,TRG_LysEnd_APsAcLL_1,TRG_NES_CRM1_1,TRG_NLS_MonoExtN_4,acidic,aliphatic,aromatic,basic,chain_expanding,complexity,custom_kappa,custom_omega,disorder_promoting,fcr,isoelectric_point,net_charge,polar_fraction,scd,srpipi,lrpipi,Water,Carbon,ssH,ssE,disL,disS,srELEC,lrELEC,sr_hb,lr_hb,srCATPI,lrCATPI,larkSIM,larkFAR
SPB1_HUMAN_nonidr_1,0.1,0.025,0.075,0.1,0.15,0.025,0.025,0.025,0.125,0.025,0.0,0.0,0.05,0.05,0.025,0.05,0.025,0.125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.22314355131420976,0.0,4.0,7.0,0.0,0.0,0.0,1.0,11.0,-0.2200000000000001,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,0.0,2.0,2.0,2.0,0.0,2.0,-1.0986122886681098,1.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.175,0.275,0.15,0.15,0.375,2.098477408639485,-1.4680104991944598,-0.500614235989908,0.65,0.325,5.638286590576172,-1.0,0.2,-0.238093976104305,0.08437330016300101,0.08580631813393276,4.5142077772220475,15.192598759049378,0.37350078714431306,0.23525914709771722,0.08147309627804841,0.2314157297698375,0.018323460470508993,-0.4160824605286297,0.16512123515738264,0.1815666123369606,-0.23730235888484447,-0.3688426336191208,0.16074459672336538,0.2285969129133788
SPB1_HUMAN_nonidr_2,0.09523809523809523,0.0,0.09523809523809523,0.0,0.09523809523809523,0.0,0.047619047619047616,0.0,0.0,0.14285714285714285,0.0,0.047619047619047616,0.047619047619047616,0.0,0.09523809523809523,0.047619047619047616,0.14285714285714285,0.09523809523809523,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0986122886681098,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.023809523809523798,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0986122886681098,3.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.3333333333333333,0.14285714285714285,0.09523809523809523,0.23809523809523808,1.8252801932010034,-1.3914879130937223,0.2904683048948807,0.5714285714285714,0.19047619047619047,6.746990203857422,0.0,0.2857142857142857,-0.20623041856569502,0.07509012880634777,0.1052712237638008,4.637178742558356,15.885809849195066,0.41914610781266975,0.20564578428690414,0.07576138784017712,0.24380220360526472,-0.009831467089010166,-0.39087000287531315,0.21358778746445387,0.24816887792104278,-0.15977098764664452,-0.39618734940314143,0.151333469014094,0.2627392319792865
SPB1_HUMAN_nonidr_3,0.0,0.0,0.041666666666666664,0.041666666666666664,0.0,0.041666666666666664,0.0,0.041666666666666664,0.08333333333333333,0.20833333333333334,0.0,0.041666666666666664,0.0,0.0,0.25,0.041666666666666664,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,-0.7291666666666666,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,7.0,0.8472978603872037,7.0,6.0,0.0,2.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.08333333333333333,0.3333333333333333,0.08333333333333333,0.3333333333333333,0.4166666666666667,1.7513205034250117,-0.8801674706571353,-1.6690402357714127,0.5416666666666666,0.4166666666666667,11.71725082397461,6.0,0.16666666666666666,1.4216262326764229,0.06560107946186892,0.10111209019676098,4.647521273302153,16.223263851279125,0.5473567554013173,0.1881778013835226,0.04675215428675901,0.1715614163887243,-0.15473550325537658,-0.5259562678685361,0.16379080911369417,0.2741410334651537,-0.20938574075940908,-0.3743105384923524,0.11378831888362635,0.3846364537305524
SPB1_HUMAN_nonidr_4,0.06857142857142857,0.0019047619047619048,0.0761904761904762,0.14095238095238094,0.01904761904761905,0.06285714285714286,0.015238095238095238,0.03238095238095238,0.10857142857142857,0.0838095238095238,0.015238095238095238,0.017142857142857144,0.0380952380952381,0.06285714285714286,0.08,0.06666666666666667,0.0380952380952381,0.05333333333333334,0.007619047619047619,0.011428571428571429,4.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,40.0,0.6039160468320027,0.0,74.0,43.0,0.0,0.0,10.0,33.0,113.0,-1.161333333333333,57.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,8.0,0.0,8.0,1.0,0.0,2.0,1.0,2.0,0.0,5.0,2.0,1.0,1.0,9.0,0.0,62.0,75.0,0.0,20.0,42.0,33.0,0.0,75.0,-0.2992428948528569,48.0,42.0,0.0,68.0,77.0,35.0,0.0,4.0,2.0,0.0,6.0,0.21714285714285714,0.25333333333333335,0.0380952380952381,0.18857142857142858,0.4438095238095238,2.642005190280714,4.794978363364558,-1.3420154880226276,0.758095238095238,0.4057142857142857,5.423435211181641,-15.0,0.26476190476190475,-26.880841290815553,0.06506405909699482,0.06930238046823983,4.741913725016586,14.70598269933487,0.48347821225402526,0.14366771377843848,0.07184129257196972,0.23576472002488402,-0.0298427287164878,-0.4186189647998618,0.19496871506623814,0.20813778996109641,-0.07955790712407312,-0.18240538525694944,0.1275633371280802,0.32382869096635897
IHO1_HUMAN_nonidr_0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.2111111111111111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,-0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.1111111111111111,1.2233408900948237,nan,nan,0.1111111111111111,0.1111111111111111,8.75002670288086,1.0,0.3333333333333333,0.0,0.1367505802228807,0.15343285789665792,4.584880661502416,16.913257658274027,0.2751606510254831,0.3500229187977916,0.0816497539574078,0.2550233840610364,0.2671816375000935,-0.35254755716503966,0.21381130895886402,0.31574066544791934,-0.3278297983907822,-0.6705943569830586,0.1696196888591775,0.22262796811696448
IHO1_HUMAN_nonidr_1,0.0,0.07142857142857142,0.0,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,1.0,4.0,4.0,0.0,2.0,1.0,1.0,-0.2642857142857145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.21428571428571427,0.0,0.14285714285714285,1.493896790265902,nan,-0.10589676199446331,0.5714285714285714,0.07142857142857142,3.9996376037597656,-1.0,0.5714285714285714,0.0,0.1181891185679122,0.13567115166525265,4.5297975631752365,15.161118525010925,0.32973585265559296,0.16684797199269655,0.12451228249902212,0.30790537133808576,0.11650632276072931,-0.2609440868086408,0.19716411046602678,0.2128377176833817,-0.33048081199408297,-0.4914184043934982,0.1655535842309876,0.16831301573706892
IHO1_HUMAN_nonidr_2,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.09090909090909091,0.18181818181818182,0.0,0.18181818181818182,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.6931471805599453,2.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.18181818181818182,1.402078754926732,-0.9627406736630196,-0.3913522967563138,0.36363636363636365,0.18181818181818182,6.001392364501953,0.0,0.36363636363636365,-0.09090909090909091,0.09520400272571822,0.09882342368163449,4.692556249490581,15.65582892685304,0.3794822465959535,0.27543744429702594,0.06591673179901099,0.22073769833301282,0.08513827141821159,-0.41243554392802523,0.24407873377230585,0.2980932856740814,-0.09476073210687647,-0.30472779940999034,0.1605002378344087,0.24392376604489815
IHO1_HUMAN_nonidr_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3465735902799725,nan,nan,0.5,0.0,5.525012969970703,0.0,0.5,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
IHO1_HUMAN_nonidr_4,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.9166666666666667,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0986122886681098,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.9810173385750263,-1.5403585244631375,-1.5403585244631375,0.6666666666666666,0.3333333333333333,10.002819061279297,2.0,0.5,0.3333333333333333,0.0363997384443097,0.05069113358743192,4.960001358287817,14.350687572541737,0.42057020549170343,0.1126501010718404,0.09164622243367587,0.30860836638720124,-0.07899895344376764,-0.35990233186973086,0.2556248053867493,0.26600825669293937,-0.06091663209274663,-0.13430808778671757,0.13409808542653803,0.27821817090232276
IHO1_HUMAN_nonidr_5,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.5700000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.1,0.0,0.1,1.192635874272757,nan,nan,0.7,0.1,3.9996376037597656,-1.0,0.5,0.0,0.10806957512467236,0.0895173820797307,4.51041481997926,15.674578259393876,0.5885694505451617,0.14445431912310713,0.050403955918845125,0.15893543501198248,-0.08162845497294258,-0.25514791989401414,0.20483931709297867,0.2187967445406348,-0.09504567803230976,-0.2686294628176758,0.10629596760485685,0.4204056195155743
IHO1_HUMAN_nonidr_6,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.2,1.3718118211955623,nan,-0.5192036070228847,0.5,0.1,3.9996376037597656,-1.0,0.3,0.0,0.042029912933583276,0.03954544805160874,3.9604335983308356,14.909200502141704,0.413674694515331,0.19878924762829,0.07524865106560141,0.2394331474318161,0.0713517351102064,-0.2179493780295335,0.1076912325081813,0.15240160599498925,-0.04015466573922898,-0.1257736033710198,0.1523237745853684,0.2694920870597248
IHO1_HUMAN_nonidr_7,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3465735902799725,nan,nan,0.5,0.0,5.518123626708984,0.0,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
IHO1_HUMAN_nonidr_8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453,1.0,1.0,0.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5991464547107983,nan,nan,0.8,0.2,8.24972152709961,1.0,0.8,0.0,0.06129565246424711,0.1337505910025536,4.732278572382145,14.595619174601241,0.2734398645805208,0.20248765350075212,0.12218479299414446,0.32771213142338396,0.14340882550878475,-0.5582438687006331,0.2411590603952433,0.36829555705774214,-0.11173210114229598,-0.25300807203861947,0.1731048769216419,0.15965792672813545
IHO1_HUMAN_nonidr_9,0.05555555555555555,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.2222222222222222,0.0,0.1111111111111111,0.05555555555555555,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0986122886681098,0.0,2.0,2.0,0.0,0.0,0.0,2.0,4.0,-0.20555555555555566,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,2.0,-1.0986122886681098,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.2777777777777778,0.0,0.1111111111111111,0.2777777777777778,1.6528697486047434,-1.4924756792784641,-0.019717359307169818,0.5555555555555556,0.2222222222222222,6.128337860107422,0.0,0.4444444444444444,-0.19547939123808272,0.04226828062211681,0.0657228222525076,4.706257818022596,13.658777673007219,0.3675739487599826,0.11417489325698926,0.09951659554847145,0.3257983868794579,-0.061833690461253074,-0.29624741447006564,0.186229032370615,0.19892193605749717,-0.04168118224056937,-0.10801127305427392,0.15030496608789679,0.22056316620388852
IHO1_HUMAN_nonidr_10,0.0,0.0,0.5,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-1.6094379124341003,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,-1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.125,0.0,0.5,0.8416752364796699,-2.5144742283748487,-2.5144742283748487,0.875,0.5,3.3207969665527344,-4.0,0.375,1.1727915434302203,0.07354779887929787,0.07844411622784939,5.308914252854238,12.857726686309904,0.20421909546230302,0.06640233879901465,0.15657059054852365,0.4602257368120846,0.25689064791976374,-0.49851086330455274,0.4963531804090435,0.27286177244054405,-0.022449039430689318,-0.05214415500315814,0.17960076502033417,0.06290633566825629
TEX11_HUMAN_nonidr_0,0.15,0.1,0.05,0.0,0.0,0.0,0.05,0.05,0.0,0.15,0.05,0.05,0.0,0.0,0.05,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.4349999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6931471805599453,1.0,1.0,0.0,6.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.05,0.4,0.0,0.05,0.1,1.5739849564863664,-0.7175989294191071,-1.177717097475475,0.6,0.1,6.726535797119141,0.0,0.5,-0.1224744871391589,0.04226741976768579,0.08366278479199338,4.146911623663821,14.64045098616884,0.40048319245189323,0.21078579660944724,0.07446866225994082,0.2614135973702063,0.08176623992561204,-0.34090245018829385,0.2816171093989496,0.24434376221048001,-0.02767314998846762,-0.1254426461745398,0.14298044300428892,0.2532697878559924
TEX11_HUMAN_nonidr_1,0.11023622047244094,0.023622047244094488,0.03937007874015748,0.10236220472440945,0.031496062992125984,0.03937007874015748,0.007874015748031496,0.11023622047244094,0.031496062992125984,0.10236220472440945,0.047244094488188976,0.06299212598425197,0.015748031496062992,0.05511811023622047,0.047244094488188976,0.07086614173228346,0.015748031496062992,0.03937007874015748,0.031496062992125984,0.015748031496062992,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.8472978603872037,0.0,13.0,9.0,0.0,0.0,0.0,5.0,20.0,0.058267716535433105,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,8.0,0.0,8.0,13.0,0.0,2.0,15.0,7.0,0.0,11.0,0.3364722366212129,8.0,6.0,0.0,14.0,15.0,9.0,0.0,0.0,0.0,1.0,0.0,0.14173228346456693,0.4094488188976378,0.07874015748031496,0.07874015748031496,0.23622047244094488,2.5449507579005006,0.08385441437238002,-0.5005260089403686,0.5354330708661418,0.2204724409448819,4.551052093505859,-8.0,0.2755905511811024,1.0718388720823337,0.05598441927214366,0.07618175491267269,4.118912171030921,15.722091656726302,0.5942189959503019,0.13571215374796458,0.03657277299597397,0.1686104740152598,-0.15217354409325468,-0.30962630536278707,0.18619955220813056,0.1957722718135567,-0.10338902115325856,-0.2551132981784987,0.0986887512389392,0.41419822367147824
